Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Fill Flag,Ozone,Solar Zenith Angle,Precipitable Water,Temperature,Dew Point,DHI,DNI,GHI,Relative Humidity,Surface Albedo,Pressure,Wind Direction,Wind Speed,
2018,1,1,0,0,0,0,0,0,0,0.24,177.91,1.4,14.6,9.5,0,0,0,71.5,0.12,1014,25,1.3,N/A
2018,1,1,1,0,0,0,0,0,0,0.238,165.21,1.4,14.1,9.2,0,0,0,72.57,0.12,1014,32,1.3,N/A
2018,1,1,2,0,0,0,0,0,0,0.237,151.61,1.4,13.6,9,0,0,0,73.81,0.12,1014,35,1.3,N/A
2018,1,1,3,0,0,0,0,1,0,0.235,138.07,1.4,13.1,8.8,0,0,0,75.18,0.12,1014,35,1.3,N/A
2018,1,1,4,0,0,0,0,0,0,0.234,124.66,1.4,12.6,8.6,0,0,0,76.79,0.12,1014,35,1.3,N/A
2018,1,1,5,0,0,0,0,0,0,0.233,111.47,1.4,12.3,8.5,0,0,0,77.53,0.12,1015,36,1.4,N/A
2018,1,1,6,0,0,0,0,7,0,0.255,98.62,2,15.7,15.6,0,0,0,99.34,0.13,1009,61,1.1,N/A
2018,1,1,7,0,25,168,36,7,5,0.253,86.05,1.9,18,16.8,25,168,36,92.49,0.13,1010,58,1.6,N/A
2018,1,1,8,0,77,521,216,7,0,0.252,74.55,1.9,20.1,17.6,78,453,199,85.29,0.13,1010,64,2.4,N/A
2018,1,1,9,0,106,689,407,7,0,0.25,64.12,1.8,22.2,18.4,125,565,372,79.01,0.13,1010,89,1.9,N/A
2018,1,1,10,0,123,771,559,1,0,0.249,55.53,1.8,23.6,18.6,123,771,559,73.34,0.13,1010,122,1.6,N/A
2018,1,1,11,0,131,814,657,7,0,0.247,49.77,1.8,24.4,18.5,180,659,605,69.59,0.13,1009,147,1.5,N/A
2018,1,1,12,0,132,829,688,7,0,0.247,47.89,1.8,24.8,18.3,156,750,659,67.2,0.13,1008,164,1.3,N/A
2018,1,1,13,0,128,819,651,7,0,0.246,50.32,1.7,24.9,18,151,730,618,65.67,0.13,1007,179,1.1,N/A
2018,1,1,14,0,118,776,546,7,0,0.247,56.51,1.7,24.8,17.8,202,469,461,65,0.13,1006,191,1.1,N/A
2018,1,1,15,0,106,663,383,7,0,0.248,65.39,1.7,24.1,18.3,130,506,341,70.05,0.13,1006,186,1,N/A
2018,1,1,16,0,75,475,190,7,3,0.249,76,1.7,22.4,19,83,321,160,81.03,0.13,1006,183,0.9,N/A
2018,1,1,17,0,14,85,18,7,5,0.249,87.56,1.8,19.4,17.3,14,85,18,87.51,0.13,1007,214,1.1,N/A
2018,1,1,18,0,0,0,0,7,0,0.249,100.28,1.9,19.2,16.5,0,0,0,84.58,0.13,1007,238,1,N/A
2018,1,1,19,0,0,0,0,6,0,0.249,113.2,2,19.8,16.4,0,0,0,80.81,0.13,1008,280,0.8,N/A
2018,1,1,20,0,0,0,0,6,0,0.249,126.43,2.1,19.1,16.6,0,0,0,85.34,0.13,1008,332,0.9,N/A
2018,1,1,21,0,0,0,0,6,0,0.249,139.86,2.2,18.4,16.4,0,0,0,88.26,0.13,1008,350,0.9,N/A
2018,1,1,22,0,0,0,0,6,0,0.25,153.42,2.4,17.8,15.8,0,0,0,88.27,0.13,1008,358,1,N/A
2018,1,1,23,0,0,0,0,6,0,0.25,167,2.5,17.7,15.5,0,0,0,87.07,0.13,1007,12,1,N/A
2018,1,2,0,0,0,0,0,6,0,0.251,177.88,2.6,17.7,15.4,0,0,0,86.54,0.13,1007,29,1,N/A
2018,1,2,1,0,0,0,0,6,0,0.251,165.32,2.8,18,14.9,0,0,0,82.14,0.13,1007,38,1,N/A
2018,1,2,2,0,0,0,0,6,0,0.252,151.73,2.9,17.4,15.2,0,0,0,86.83,0.13,1006,47,1,N/A
2018,1,2,3,0,0,0,0,6,0,0.253,138.18,2.9,17.1,15.3,0,0,0,89.29,0.13,1005,52,0.9,N/A
2018,1,2,4,0,0,0,0,6,0,0.254,124.77,3,16.9,15.2,0,0,0,89.87,0.13,1005,52,1,N/A
2018,1,2,5,0,0,0,0,6,0,0.255,111.56,3.1,16.9,15.1,0,0,0,89.04,0.13,1005,53,1,N/A
2018,1,2,6,0,0,0,0,6,0,0.256,98.68,3.1,16.8,15,0,0,0,88.98,0.13,1006,52,1.1,N/A
2018,1,2,7,0,22,75,27,7,3,0.256,86.1,3.3,17.6,15.7,24,27,26,88.43,0.13,1007,57,1,N/A
2018,1,2,8,0,101,340,192,8,0,0.256,74.59,3.4,18.9,16.9,105,154,146,88.05,0.13,1007,67,0.8,N/A
2018,1,2,9,0,137,551,377,7,3,0.257,64.13,3.6,20,17,190,114,240,82.99,0.13,1008,69,0.6,N/A
2018,1,2,10,0,181,593,517,7,0,0.257,55.52,3.7,20.7,16.9,263,153,350,78.89,0.13,1009,196,0.3,N/A
2018,1,2,11,0,197,635,608,4,0,0.257,49.72,3.8,21,17.2,181,2,182,78.95,0.13,1008,260,0.5,N/A
2018,1,2,12,0,189,673,642,3,0,0.258,47.8,3.6,22.2,17.3,286,399,554,73.7,0.13,1006,345,0.3,N/A
2018,1,2,13,0,169,692,612,7,0,0.259,50.21,3.3,22.9,17.6,270,390,520,72.11,0.13,1004,131,0.7,N/A
2018,1,2,14,0,159,641,515,1,0,0.26,56.38,3.1,23.2,17.9,159,641,515,71.94,0.13,1004,180,1,N/A
2018,1,2,15,0,138,531,360,3,0,0.261,65.25,3.1,22.9,17.9,179,202,263,73.51,0.13,1004,212,0.8,N/A
2018,1,2,16,0,88,370,178,3,3,0.262,75.87,3,21.7,18.7,90,247,150,83.21,0.13,1004,223,0.6,N/A
2018,1,2,17,0,15,64,18,7,3,0.263,87.43,2.8,20,17.2,17,14,17,84.11,0.13,1005,235,0.8,N/A
2018,1,2,18,0,0,0,0,7,0,0.264,100.14,2.7,19.3,16.7,0,0,0,84.82,0.13,1005,256,0.8,N/A
2018,1,2,19,0,0,0,0,3,0,0.266,113.07,2.6,18.7,16.2,0,0,0,85.65,0.13,1006,282,0.9,N/A
2018,1,2,20,0,0,0,0,1,0,0.267,126.3,2.6,18.1,15.9,0,0,0,87.25,0.13,1006,299,0.9,N/A
2018,1,2,21,0,0,0,0,3,0,0.269,139.74,2.6,17.7,15.7,0,0,0,88.12,0.13,1007,306,0.9,N/A
2018,1,2,22,0,0,0,0,0,0,0.271,153.3,2.5,17.2,15.5,0,0,0,89.58,0.13,1007,311,0.9,N/A
2018,1,2,23,0,0,0,0,3,0,0.274,166.88,2.4,16.7,15.3,0,0,0,91.19,0.13,1007,320,0.9,N/A
2018,1,3,0,0,0,0,0,0,0,0.278,177.84,2.3,16,15,0,0,0,93.9,0.13,1007,327,0.9,N/A
2018,1,3,1,0,0,0,0,1,0,0.282,165.41,2.3,15.5,14.7,0,0,0,95.21,0.13,1007,330,1,N/A
2018,1,3,2,0,0,0,0,3,0,0.285,151.82,2.3,15.3,14.4,0,0,0,94.55,0.13,1007,337,1,N/A
2018,1,3,3,0,0,0,0,1,0,0.288,138.27,2.3,15.4,14.1,0,0,0,92.25,0.13,1007,353,1,N/A
2018,1,3,4,0,0,0,0,1,0,0.287,124.85,2.2,15.3,13.9,0,0,0,91.32,0.13,1007,21,1,N/A
2018,1,3,5,0,0,0,0,3,0,0.281,111.64,2.2,14.9,13.7,0,0,0,92.65,0.13,1007,45,1,N/A
2018,1,3,6,0,0,0,0,1,0,0.278,98.75,2.2,14.4,13.6,0,0,0,95.07,0.13,1008,56,1,N/A
2018,1,3,7,0,21,64,25,0,0,0.277,86.14,2.2,16.1,15.2,21,64,25,94.12,0.13,1008,61,1,N/A
2018,1,3,8,0,106,319,191,0,0,0.278,74.62,2.2,18.3,16,106,319,191,86.46,0.13,1009,64,1.3,N/A
2018,1,3,9,0,156,501,374,3,3,0.278,64.14,2.2,20.6,16.6,97,0,97,78.01,0.13,1010,168,0.5,N/A
2018,1,3,10,0,181,607,524,3,0,0.276,55.49,2.3,22,17.1,178,3,179,73.94,0.13,1009,219,1.6,N/A
2018,1,3,11,0,189,669,621,3,0,0.274,49.67,2.4,22.5,17.3,312,170,422,72.46,0.13,1008,228,2.2,N/A
2018,1,3,12,0,277,503,616,3,0,0.272,47.71,2.4,22.6,17.2,164,0,164,71.44,0.13,1007,234,2.5,N/A
2018,1,3,13,0,279,470,581,2,0,0.27,50.08,2.4,22.6,17.1,307,131,391,70.93,0.13,1006,240,2.7,N/A
2018,1,3,14,0,239,442,484,0,0,0.268,56.24,2.3,22.3,17.2,239,442,484,72.9,0.13,1006,242,2.6,N/A
2018,1,3,15,0,178,398,345,0,0,0.267,65.11,2.2,21.7,17.5,178,398,345,77.17,0.13,1006,241,2.3,N/A
2018,1,3,16,0,104,245,165,0,0,0.266,75.73,2.1,19.9,17.7,104,245,165,87.27,0.13,1006,240,1.4,N/A
2018,1,3,17,0,11,30,13,0,0,0.266,87.29,1.9,17.6,16,11,30,13,90.34,0.13,1007,243,1.1,N/A
2018,1,3,18,0,0,0,0,0,0,0.266,100.01,1.8,16.7,15.2,0,0,0,90.84,0.13,1007,255,1,N/A
2018,1,3,19,0,0,0,0,0,0,0.266,112.94,1.8,16.2,14.5,0,0,0,89.63,0.13,1008,274,1,N/A
2018,1,3,20,0,0,0,0,0,0,0.266,126.18,1.7,15.8,13.9,0,0,0,88.22,0.13,1009,299,0.9,N/A
2018,1,3,21,0,0,0,0,1,0,0.266,139.61,1.7,15.4,13.3,0,0,0,87.22,0.13,1009,325,0.9,N/A
2018,1,3,22,0,0,0,0,1,0,0.266,153.18,1.6,15.2,12.8,0,0,0,85.74,0.13,1010,350,1,N/A
2018,1,3,23,0,0,0,0,0,0,0.266,166.76,1.6,15,12.4,0,0,0,84.64,0.13,1010,13,1,N/A
2018,1,4,0,0,0,0,0,0,0,0.265,177.78,1.6,14.7,12.2,0,0,0,85,0.13,1010,34,1,N/A
2018,1,4,1,0,0,0,0,0,0,0.264,165.5,1.5,14.2,12.2,0,0,0,87.81,0.13,1010,51,1,N/A
2018,1,4,2,0,0,0,0,0,0,0.263,151.91,1.5,13.6,12.3,0,0,0,92.08,0.13,1009,64,1,N/A
2018,1,4,3,0,0,0,0,1,0,0.263,138.35,1.5,12.7,12.5,0,0,0,98.9,0.13,1009,71,1,N/A
2018,1,4,4,0,0,0,0,1,0,0.263,124.92,1.5,12.1,12.1,0,0,0,100,0.13,1010,73,1,N/A
2018,1,4,5,0,0,0,0,0,0,0.264,111.7,1.5,11.7,11.7,0,0,0,100,0.13,1010,73,1.1,N/A
2018,1,4,6,0,0,0,0,1,0,0.265,98.8,1.5,11.7,11.7,0,0,0,100,0.13,1011,69,1.1,N/A
2018,1,4,7,0,15,30,17,0,0,0.266,86.18,1.6,13.9,13.6,15,30,17,98.02,0.13,1012,59,1.4,N/A
2018,1,4,8,0,121,196,173,0,0,0.268,74.64,1.6,16.2,14.7,121,196,173,90.61,0.13,1013,57,2.3,N/A
2018,1,4,9,0,161,507,382,0,0,0.271,64.14,1.7,18.2,14.6,161,507,382,79.34,0.13,1014,66,2.1,N/A
2018,1,4,10,0,190,603,532,0,0,0.273,55.47,1.8,20.1,14.5,190,603,532,70.12,0.13,1013,72,1.6,N/A
2018,1,4,11,0,194,674,631,0,0,0.273,49.6,1.8,21.5,14.8,194,674,631,65.79,0.13,1012,66,1.1,N/A
2018,1,4,12,0,247,581,639,0,0,0.274,47.61,1.8,22.3,14.9,247,581,639,62.88,0.13,1011,61,0.8,N/A
2018,1,4,13,0,224,599,610,0,0,0.274,49.95,1.8,22.9,14.9,224,599,610,60.6,0.13,1009,80,0.3,N/A
2018,1,4,14,0,196,570,514,0,0,0.275,56.1,1.8,23,14.9,196,570,514,60.21,0.13,1008,183,0.4,N/A
2018,1,4,15,0,157,485,362,0,0,0.275,64.97,1.8,22.5,15.7,157,485,362,65.6,0.13,1008,200,0.7,N/A
2018,1,4,16,0,100,319,179,0,0,0.276,75.58,1.8,20.7,16.9,100,319,179,78.91,0.13,1008,205,0.7,N/A
2018,1,4,17,0,14,49,17,0,0,0.276,87.16,1.8,18.2,14.8,14,49,17,80.48,0.13,1008,221,0.9,N/A
2018,1,4,18,0,0,0,0,0,0,0.276,99.87,1.8,17.4,14.2,0,0,0,81.45,0.13,1009,254,0.9,N/A
2018,1,4,19,0,0,0,0,0,0,0.275,112.81,1.8,16.4,13.8,0,0,0,84.64,0.13,1009,298,0.9,N/A
2018,1,4,20,0,0,0,0,0,0,0.274,126.05,1.8,15.5,13.5,0,0,0,87.61,0.13,1010,331,1,N/A
2018,1,4,21,0,0,0,0,0,0,0.275,139.49,1.7,15.1,13.1,0,0,0,87.7,0.13,1010,351,1,N/A
2018,1,4,22,0,0,0,0,0,0,0.275,153.05,1.7,15,12.7,0,0,0,86.31,0.13,1010,5,1.1,N/A
2018,1,4,23,0,0,0,0,0,0,0.274,166.63,1.7,15.1,12.5,0,0,0,84.21,0.13,1010,18,1.1,N/A
2018,1,5,0,0,0,0,0,0,0,0.274,177.7,1.7,15.6,12.2,0,0,0,80.11,0.13,1009,36,1.1,N/A
2018,1,5,1,0,0,0,0,0,0,0.273,165.58,1.8,15.3,12,0,0,0,80.9,0.13,1009,56,1.1,N/A
2018,1,5,2,0,0,0,0,0,0,0.273,151.99,1.8,14.1,12,0,0,0,87.07,0.13,1009,65,1.1,N/A
2018,1,5,3,0,0,0,0,1,0,0.271,138.43,1.8,13.1,11.9,0,0,0,92.65,0.13,1009,62,1.1,N/A
2018,1,5,4,0,0,0,0,1,0,0.27,125,1.9,12.5,11.9,0,0,0,95.97,0.13,1009,55,1.3,N/A
2018,1,5,5,0,0,0,0,1,0,0.269,111.77,1.9,12.4,11.8,0,0,0,95.95,0.13,1009,48,1.6,N/A
2018,1,5,6,0,0,0,0,0,0,0.268,98.86,1.8,12.5,11.7,0,0,0,94.81,0.13,1010,41,1.9,N/A
2018,1,5,7,0,22,84,28,0,0,0.267,86.22,1.8,14.4,12.5,22,84,28,88.23,0.13,1010,36,2.9,N/A
2018,1,5,8,0,97,404,203,1,0,0.268,74.66,1.8,16.6,13.6,97,404,203,82.53,0.13,1011,37,3.1,N/A
2018,1,5,9,0,130,607,395,1,0,0.268,64.14,1.7,19.4,14.8,130,607,395,74.61,0.13,1011,54,2.3,N/A
2018,1,5,10,0,145,720,553,0,0,0.268,55.43,1.7,21.6,15.2,145,720,553,66.97,0.13,1010,90,1.5,N/A
2018,1,5,11,0,151,775,655,0,0,0.268,49.53,1.7,22.7,15.4,151,775,655,63.23,0.13,1009,140,1.3,N/A
2018,1,5,12,0,188,717,672,0,0,0.269,47.5,1.7,23,15.4,188,717,672,62.23,0.13,1008,186,1.4,N/A
2018,1,5,13,0,184,698,635,0,0,0.269,49.82,1.7,22.9,15.4,184,698,635,62.84,0.13,1007,217,1.7,N/A
2018,1,5,14,0,172,642,531,0,0,0.27,55.95,1.7,22.4,15.5,172,642,531,65.21,0.13,1006,231,2.1,N/A
2018,1,5,15,0,175,424,355,0,0,0.271,64.82,1.7,21.3,16.2,175,424,355,72.67,0.13,1006,234,1.9,N/A
2018,1,5,16,0,107,267,174,3,3,0.272,75.43,1.7,19.4,16.8,21,0,21,84.89,0.13,1006,233,1.2,N/A
2018,1,5,17,0,13,38,15,1,0,0.274,87.02,1.7,16.9,15,13,38,15,88.81,0.13,1006,235,1,N/A
2018,1,5,18,0,0,0,0,0,0,0.276,99.73,1.7,16.2,14.3,0,0,0,88.74,0.13,1007,245,1,N/A
2018,1,5,19,0,0,0,0,0,0,0.277,112.67,1.6,15.8,13.7,0,0,0,87.61,0.13,1007,260,1,N/A
2018,1,5,20,0,0,0,0,0,0,0.277,125.92,1.6,15.3,13.3,0,0,0,87.84,0.13,1008,280,1,N/A
2018,1,5,21,0,0,0,0,0,0,0.276,139.37,1.5,14.6,12.9,0,0,0,89.67,0.13,1008,299,1,N/A
2018,1,5,22,0,0,0,0,0,0,0.275,152.93,1.5,14.1,12.6,0,0,0,90.78,0.13,1008,314,1,N/A
2018,1,5,23,0,0,0,0,0,0,0.275,166.51,1.5,14,12.3,0,0,0,89.5,0.13,1008,325,1.1,N/A
2018,1,6,0,0,0,0,0,0,0,0.275,177.61,1.4,14.2,12,0,0,0,86.5,0.13,1008,337,1,N/A
2018,1,6,1,0,0,0,0,0,0,0.275,165.65,1.4,14.4,11.8,0,0,0,84.13,0.13,1007,5,0.9,N/A
2018,1,6,2,0,0,0,0,0,0,0.274,152.07,1.4,14,11.7,0,0,0,86.13,0.13,1007,41,1,N/A
2018,1,6,3,0,0,0,0,1,0,0.274,138.5,1.4,13,11.8,0,0,0,92.38,0.13,1006,62,1,N/A
2018,1,6,4,0,0,0,0,1,0,0.273,125.06,1.4,12.1,11.9,0,0,0,98.86,0.13,1007,70,1,N/A
2018,1,6,5,0,0,0,0,1,0,0.272,111.83,1.4,11.4,11.4,0,0,0,100,0.13,1007,68,1,N/A
2018,1,6,6,0,0,0,0,1,0,0.272,98.9,1.4,11,11,0,0,0,100,0.13,1008,62,1,N/A
2018,1,6,7,0,15,32,17,1,0,0.271,86.25,1.4,13.1,12.8,15,32,17,98,0.13,1009,55,1.1,N/A
2018,1,6,8,0,118,221,176,1,0,0.271,74.68,1.4,15.7,13.6,118,221,176,87.5,0.13,1010,50,1.8,N/A
2018,1,6,9,0,196,370,358,1,0,0.271,64.13,1.4,18.2,13.4,196,370,358,73.66,0.13,1011,83,0.4,N/A
2018,1,6,10,0,240,474,510,1,0,0.271,55.39,1.4,20,13.5,240,474,510,66.4,0.13,1010,202,1,N/A
2018,1,6,11,0,258,540,610,0,0,0.271,49.45,1.4,20.8,13.9,258,540,610,64.8,0.13,1009,211,1.6,N/A
2018,1,6,12,0,190,718,677,0,0,0.271,47.38,1.4,21.4,14.2,190,718,677,63.4,0.13,1008,219,2,N/A
2018,1,6,13,0,181,716,645,0,0,0.272,49.68,1.3,21.6,14.2,181,716,645,62.68,0.13,1007,224,2.2,N/A
2018,1,6,14,0,164,676,544,0,0,0.272,55.8,1.3,21.3,14.2,164,676,544,63.98,0.13,1006,226,2.3,N/A
2018,1,6,15,0,136,586,387,0,0,0.272,64.66,1.3,20.6,14.8,136,586,387,69.45,0.13,1006,229,2,N/A
2018,1,6,16,0,92,417,198,0,0,0.272,75.28,1.2,18.5,15.5,92,417,198,82.79,0.13,1006,233,1.2,N/A
2018,1,6,17,0,19,90,24,0,0,0.272,86.88,1.2,15.6,13.3,19,90,24,86.4,0.13,1006,243,1.1,N/A
2018,1,6,18,0,0,0,0,0,0,0.273,99.59,1.1,14.6,12.5,0,0,0,87.1,0.13,1007,260,1.1,N/A
2018,1,6,19,0,0,0,0,0,0,0.273,112.54,1,13.8,11.7,0,0,0,86.92,0.13,1007,279,1.2,N/A
2018,1,6,20,0,0,0,0,0,0,0.273,125.79,0.9,13,10.8,0,0,0,86.63,0.13,1008,300,1.2,N/A
2018,1,6,21,0,0,0,0,0,0,0.273,139.24,0.9,12.4,10,0,0,0,85.21,0.13,1008,315,1.3,N/A
2018,1,6,22,0,0,0,0,0,0,0.274,152.81,0.8,12,9.2,0,0,0,82.75,0.13,1008,326,1.3,N/A
2018,1,6,23,0,0,0,0,0,0,0.275,166.38,0.8,12,8.3,0,0,0,78.1,0.13,1008,337,1.2,N/A
2018,1,7,0,0,0,0,0,0,0,0.276,177.51,0.8,12.3,7.4,0,0,0,71.96,0.13,1008,350,1.2,N/A
2018,1,7,1,0,0,0,0,0,0,0.277,165.72,0.7,12.7,6.7,0,0,0,66.67,0.13,1008,10,1.2,N/A
2018,1,7,2,0,0,0,0,0,0,0.278,152.14,0.7,12.6,6.3,0,0,0,65.65,0.13,1008,36,1.2,N/A
2018,1,7,3,0,0,0,0,0,0,0.279,138.58,0.7,11.5,6.6,0,0,0,72.1,0.13,1007,63,1.2,N/A
2018,1,7,4,0,0,0,0,0,0,0.279,125.13,0.7,9.9,7.5,0,0,0,84.89,0.13,1008,78,1.2,N/A
2018,1,7,5,0,0,0,0,1,0,0.28,111.88,0.8,8.7,8.6,0,0,0,99.38,0.13,1008,78,1.1,N/A
2018,1,7,6,0,0,0,0,1,0,0.281,98.95,0.8,8.1,8.1,0,0,0,100,0.13,1009,70,1.1,N/A
2018,1,7,7,0,20,68,24,0,0,0.281,86.28,0.8,10.6,10.4,20,68,24,98.88,0.13,1010,58,1.4,N/A
2018,1,7,8,0,107,342,197,0,0,0.282,74.69,0.8,13.3,10.9,107,342,197,85.52,0.13,1011,55,2,N/A
2018,1,7,9,0,124,661,413,1,0,0.283,64.12,0.8,15.9,9.9,124,661,413,67.63,0.13,1012,73,0.9,N/A
2018,1,7,10,0,144,756,574,1,0,0.284,55.34,0.8,18.2,8.9,144,756,574,54.57,0.13,1012,176,0.6,N/A
2018,1,7,11,0,154,798,673,0,0,0.284,49.36,0.9,19.3,9.1,154,798,673,51.69,0.13,1011,210,1.2,N/A
2018,1,7,12,0,157,811,708,0,0,0.285,47.25,0.9,19.7,9.7,157,811,708,52.3,0.13,1010,217,1.7,N/A
2018,1,7,13,0,154,794,670,0,0,0.285,49.53,0.9,19.8,10.1,154,794,670,53.56,0.13,1009,219,2.1,N/A
2018,1,7,14,0,144,745,565,0,0,0.285,55.64,0.9,19.6,10.5,144,745,565,55.83,0.13,1008,221,2.2,N/A
2018,1,7,15,0,149,550,386,0,0,0.286,64.5,0.9,18.7,11.5,149,550,386,62.77,0.13,1008,224,1.8,N/A
2018,1,7,16,0,99,371,194,0,0,0.286,75.13,0.9,16.4,12.7,99,371,194,78.66,0.13,1008,230,1,N/A
2018,1,7,17,0,18,68,22,0,0,0.287,86.74,0.8,13.9,10.1,18,68,22,77.89,0.13,1008,240,1.1,N/A
2018,1,7,18,0,0,0,0,0,0,0.287,99.45,0.8,13.3,9.1,0,0,0,75.93,0.13,1009,261,1.1,N/A
2018,1,7,19,0,0,0,0,0,0,0.286,112.4,0.8,12.8,8.4,0,0,0,74.77,0.13,1010,288,1.1,N/A
2018,1,7,20,0,0,0,0,0,0,0.286,125.66,0.8,12.2,7.8,0,0,0,74.71,0.13,1011,316,1.1,N/A
2018,1,7,21,0,0,0,0,0,0,0.286,139.12,0.8,11.7,7.3,0,0,0,74.26,0.13,1012,337,1.2,N/A
2018,1,7,22,0,0,0,0,0,0,0.286,152.69,0.8,11.4,6.8,0,0,0,73.1,0.13,1012,350,1.2,N/A
2018,1,7,23,0,0,0,0,0,0,0.286,166.26,0.8,11,6.4,0,0,0,73.08,0.13,1012,2,1.2,N/A
2018,1,8,0,0,0,0,0,0,0,0.286,177.39,0.8,10.5,6.1,0,0,0,74.1,0.13,1012,15,1.3,N/A
2018,1,8,1,0,0,0,0,0,0,0.285,165.79,0.8,10.1,5.8,0,0,0,74.83,0.13,1011,28,1.3,N/A
2018,1,8,2,0,0,0,0,0,0,0.285,152.22,0.8,9.8,5.6,0,0,0,75.02,0.13,1011,37,1.3,N/A
2018,1,8,3,0,0,0,0,0,0,0.285,138.65,0.8,9.2,5.5,0,0,0,77.68,0.13,1010,44,1.3,N/A
2018,1,8,4,0,0,0,0,0,0,0.284,125.19,0.9,8.5,5.5,0,0,0,81.47,0.13,1010,48,1.3,N/A
2018,1,8,5,0,0,0,0,1,0,0.285,111.94,0.9,8.1,5.5,0,0,0,83.6,0.13,1011,49,1.5,N/A
2018,1,8,6,0,0,0,0,1,0,0.285,98.99,0.9,7.9,5.5,0,0,0,84.56,0.13,1012,45,1.6,N/A
2018,1,8,7,0,20,85,26,0,0,0.285,86.3,1,10.5,7.3,20,85,26,80.5,0.13,1013,40,1.7,N/A
2018,1,8,8,0,97,394,201,0,0,0.286,74.69,1,14,8.1,97,394,201,67.75,0.13,1014,43,2.4,N/A
2018,1,8,9,0,139,586,396,0,0,0.286,64.09,1,16.8,9,139,586,396,59.84,0.13,1014,71,1.9,N/A
2018,1,8,10,0,158,700,557,0,0,0.287,55.29,1,18.5,9.4,158,700,557,55.52,0.13,1014,101,1.7,N/A
2018,1,8,11,0,166,761,662,0,0,0.287,49.27,1,19.7,10,166,761,662,53.53,0.13,1012,121,1.5,N/A
2018,1,8,12,0,144,830,709,0,0,0.286,47.12,1.1,20.6,10.4,144,830,709,52.17,0.13,1011,145,1.4,N/A
2018,1,8,13,0,141,817,673,0,0,0.286,49.37,1.1,20.8,10.8,141,817,673,52.77,0.13,1010,170,1.5,N/A
2018,1,8,14,0,132,765,565,0,0,0.285,55.48,1.2,20.5,11.3,132,765,565,55.39,0.13,1010,187,1.7,N/A
2018,1,8,15,0,115,666,404,0,0,0.285,64.34,1.2,19.4,12.2,115,666,404,62.94,0.13,1010,201,1.7,N/A
2018,1,8,16,0,84,477,208,0,0,0.284,74.97,1.3,16.9,13.2,84,477,208,78.98,0.13,1010,214,1.3,N/A
2018,1,8,17,0,21,118,28,0,0,0.283,86.6,1.3,13.6,11.4,21,118,28,86.37,0.13,1011,231,1.1,N/A
2018,1,8,18,0,0,0,0,0,0,0.282,99.31,1.3,12.6,10.6,0,0,0,87.91,0.13,1012,251,1.1,N/A
2018,1,8,19,0,0,0,0,0,0,0.281,112.27,1.3,11.9,10.1,0,0,0,88.45,0.13,1013,273,1,N/A
2018,1,8,20,0,0,0,0,0,0,0.281,125.53,1.3,11.3,9.5,0,0,0,88.45,0.13,1013,294,1,N/A
2018,1,8,21,0,0,0,0,0,0,0.281,138.99,1.2,11,8.8,0,0,0,86.44,0.13,1014,311,1.1,N/A
2018,1,8,22,0,0,0,0,0,0,0.282,152.56,1.2,11.2,8.1,0,0,0,81.43,0.13,1014,324,1.1,N/A
2018,1,8,23,0,0,0,0,0,0,0.283,166.13,1.2,11.7,7.5,0,0,0,75.25,0.13,1013,340,1.1,N/A
2018,1,9,0,0,0,0,0,0,0,0.284,177.27,1.2,12.4,6.9,0,0,0,69.21,0.13,1013,4,1.1,N/A
2018,1,9,1,0,0,0,0,0,0,0.285,165.85,1.2,12.5,6.7,0,0,0,67.74,0.13,1013,37,1,N/A
2018,1,9,2,0,0,0,0,0,0,0.286,152.28,1.2,11.8,6.9,0,0,0,71.8,0.13,1013,63,1.1,N/A
2018,1,9,3,0,0,0,0,0,0,0.286,138.71,1.2,10.6,7.2,0,0,0,79.23,0.13,1012,71,1.2,N/A
2018,1,9,4,0,0,0,0,1,0,0.286,125.25,1.2,9.3,7.5,0,0,0,88.27,0.13,1013,68,1.2,N/A
2018,1,9,5,0,0,0,0,1,0,0.286,111.98,1.2,8.5,7.5,0,0,0,93.57,0.13,1013,61,1.2,N/A
2018,1,9,6,0,0,0,0,0,0,0.286,99.02,1.2,8.4,7.3,0,0,0,92.79,0.13,1013,55,1.2,N/A
2018,1,9,7,0,20,93,26,1,0,0.285,86.32,1.2,11.1,9.1,20,93,26,87.64,0.13,1014,50,1.2,N/A
2018,1,9,8,0,93,407,201,1,0,0.285,74.69,1.2,14.7,9.8,93,407,201,72.52,0.13,1015,61,1.7,N/A
2018,1,9,9,0,138,583,393,0,0,0.286,64.07,1.2,17.1,9.8,138,583,393,62.3,0.13,1015,99,1.3,N/A
2018,1,9,10,0,162,677,549,0,0,0.287,55.22,1.3,18.8,10.3,162,677,549,57.66,0.13,1015,144,1.2,N/A
2018,1,9,11,0,176,725,650,0,0,0.289,49.16,1.3,19.9,10.9,176,725,650,55.96,0.13,1014,179,1.5,N/A
2018,1,9,12,0,206,684,673,0,0,0.29,46.98,1.3,20.4,11.3,206,684,673,55.94,0.13,1013,201,1.9,N/A
2018,1,9,13,0,202,661,634,0,0,0.29,49.21,1.4,20.3,11.7,202,661,634,57.56,0.13,1012,217,2.2,N/A
2018,1,9,14,0,188,604,532,0,0,0.29,55.31,1.4,19.8,12,188,604,532,60.82,0.13,1012,225,2.4,N/A
