Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Fill Flag,Ozone,Solar Zenith Angle,Precipitable Water,Temperature,Dew Point,DHI,DNI,GHI,Relative Humidity,Surface Albedo,Pressure,Wind Direction,Wind Speed,
2019,12,14,6,0,0,0,0,0,0,0.267,96.77,2,14.1,12.6,0,0,0,90.55,0.13,1015,41,1.4,N/A
2019,12,14,7,0,36,211,57,0,0,0.266,84.35,1.9,16.5,14.4,36,211,57,87.4,0.13,1016,44,1.4,N/A
2019,12,14,8,0,92,506,240,0,0,0.265,72.98,1.9,19.5,15.2,92,506,240,76.41,0.13,1017,48,1.8,N/A
2019,12,14,9,0,115,681,427,0,0,0.264,62.81,2,21.7,15.9,115,681,427,69.62,0.13,1017,94,1,N/A
2019,12,14,10,0,134,753,570,0,0,0.264,54.61,2,23.1,16.2,134,753,570,65.25,0.13,1016,151,0.9,N/A
2019,12,14,11,0,144,783,653,0,0,0.264,49.4,2.1,23.9,16.4,144,783,653,62.97,0.13,1015,185,1.1,N/A
2019,12,14,12,0,148,783,670,0,0,0.263,48.18,2.2,24.4,16.6,148,783,670,61.76,0.13,1014,207,1.4,N/A
2019,12,14,13,0,144,764,623,0,0,0.263,51.23,2.2,24.5,16.8,144,764,623,62.15,0.13,1013,212,1.5,N/A
2019,12,14,14,0,132,709,509,0,0,0.263,57.88,2.3,24.4,16.9,132,709,509,63.16,0.13,1012,210,1.5,N/A
2019,12,14,15,0,110,601,344,0,0,0.264,67.05,2.4,23.8,17.8,110,601,344,69,0.13,1012,212,1.2,N/A
2019,12,14,16,0,71,396,155,0,0,0.265,77.83,2.4,22.2,18.4,71,396,155,78.87,0.13,1012,212,0.9,N/A
2019,12,14,17,0,0,0,0,0,0,0.265,89.33,2.5,20.6,15.9,0,0,0,74.47,0.13,1012,214,0.9,N/A
2019,12,14,18,0,0,0,0,0,0,0.265,102.29,2.5,20.6,15.1,0,0,0,70.74,0.13,1013,238,0.6,N/A
2019,12,14,19,0,0,0,0,0,0,0.264,115.26,2.5,20.4,14.7,0,0,0,69.84,0.13,1013,307,0.6,N/A
2019,12,14,20,0,0,0,0,0,0,0.264,128.51,2.4,19,14.7,0,0,0,76.09,0.13,1013,346,0.8,N/A
2019,12,14,21,0,0,0,0,0,0,0.264,141.96,2.4,18,14.5,0,0,0,80.21,0.13,1014,358,1,N/A
2019,12,14,22,0,0,0,0,0,0,0.263,155.52,2.4,17.3,14.4,0,0,0,82.82,0.13,1014,6,1.1,N/A
2019,12,14,23,0,0,0,0,0,0,0.263,169.1,2.4,16.7,14.1,0,0,0,84.78,0.13,1013,13,1.1,N/A
2019,12,15,0,0,0,0,0,0,0,0.262,176.63,2.4,16.3,13.9,0,0,0,85.66,0.13,1013,21,1.1,N/A
2019,12,15,1,0,0,0,0,0,0,0.261,163.32,2.5,16,13.6,0,0,0,85.89,0.13,1013,29,1.1,N/A
2019,12,15,2,0,0,0,0,0,0,0.261,149.72,2.6,15.8,13.3,0,0,0,85.36,0.13,1012,34,1.1,N/A
2019,12,15,3,0,0,0,0,1,0,0.26,136.2,2.7,15.5,13.1,0,0,0,85.67,0.13,1012,37,1.1,N/A
2019,12,15,4,0,0,0,0,0,0,0.26,122.83,2.7,15.2,12.9,0,0,0,86.15,0.13,1013,39,1.1,N/A
2019,12,15,5,0,0,0,0,0,0,0.259,109.69,2.7,14.8,12.7,0,0,0,87.21,0.13,1013,40,1.1,N/A
2019,12,15,6,0,0,0,0,0,0,0.258,96.9,2.7,14.5,12.6,0,0,0,88.3,0.12,1014,40,1.1,N/A
2019,12,15,7,0,36,140,50,0,0,0.257,84.48,2.7,16.7,14.7,36,140,50,87.9,0.12,1015,43,1.1,N/A
2019,12,15,8,0,103,426,227,0,0,0.258,73.11,2.7,19.7,15.3,103,426,227,75.87,0.12,1016,51,1.8,N/A
2019,12,15,9,0,138,591,407,0,0,0.26,62.92,2.7,21.8,16,138,591,407,69.74,0.12,1016,77,1.5,N/A
2019,12,15,10,0,156,682,550,0,0,0.26,54.71,2.7,23,16.4,156,682,550,66.26,0.12,1016,115,1.3,N/A
2019,12,15,11,0,164,725,636,0,0,0.26,49.48,2.7,23.6,16.6,164,725,636,64.94,0.12,1014,150,1.5,N/A
2019,12,15,12,0,183,700,649,0,0,0.26,48.23,2.6,23.9,16.7,183,700,649,64.26,0.12,1013,174,1.6,N/A
2019,12,15,13,0,175,682,603,0,0,0.259,51.24,2.6,23.9,16.8,175,682,603,64.62,0.12,1012,192,1.6,N/A
2019,12,15,14,0,158,634,495,0,0,0.259,57.86,2.5,23.7,17,158,634,495,65.98,0.12,1011,205,1.6,N/A
2019,12,15,15,0,148,454,325,0,0,0.259,67.01,2.5,23.1,17.7,148,454,325,71.67,0.12,1011,217,1.4,N/A
2019,12,15,16,0,86,269,143,7,3,0.258,77.78,2.5,21.5,18.5,81,90,100,83.25,0.12,1011,228,0.9,N/A
2019,12,15,17,0,0,0,0,0,0,0.258,89.27,2.5,19.4,16.7,0,0,0,84.65,0.12,1011,239,0.9,N/A
2019,12,15,18,0,0,0,0,0,0,0.259,102.21,2.5,19.1,16.2,0,0,0,83.41,0.12,1012,255,1,N/A
2019,12,15,19,0,0,0,0,0,0,0.259,115.17,2.5,18.9,15.9,0,0,0,82.65,0.12,1013,277,0.9,N/A
2019,12,15,20,0,0,0,0,3,0,0.26,128.42,2.6,18.6,15.7,0,0,0,83.05,0.12,1013,300,0.9,N/A
2019,12,15,21,0,0,0,0,7,0,0.26,141.86,2.6,18.3,15.5,0,0,0,83.66,0.12,1013,321,1,N/A
2019,12,15,22,0,0,0,0,0,0,0.259,155.42,2.7,17.8,15.3,0,0,0,85.31,0.12,1013,335,1,N/A
2019,12,15,23,0,0,0,0,0,0,0.258,169,2.8,17.4,15.1,0,0,0,86.36,0.12,1013,345,1,N/A
2019,12,16,0,0,0,0,0,0,0,0.257,176.75,2.9,17.3,14.9,0,0,0,85.86,0.12,1012,4,1,N/A
2019,12,16,1,0,0,0,0,0,0,0.257,163.43,3.1,17.1,14.7,0,0,0,85.58,0.12,1012,26,1,N/A
2019,12,16,2,0,0,0,0,0,0,0.256,149.84,3.3,16.6,14.4,0,0,0,87.09,0.12,1012,43,1,N/A
2019,12,16,3,0,0,0,0,1,0,0.256,136.32,3.4,15.9,14.2,0,0,0,89.88,0.12,1011,53,1,N/A
2019,12,16,4,0,0,0,0,1,0,0.256,122.95,3.5,15.4,14,0,0,0,91.53,0.12,1011,54,1,N/A
2019,12,16,5,0,0,0,0,0,0,0.256,109.81,3.6,15.2,14,0,0,0,92.49,0.12,1012,54,1,N/A
2019,12,16,6,0,0,0,0,4,0,0.254,97.02,3.6,15.2,14.1,0,0,0,92.87,0.12,1012,52,1.2,N/A
2019,12,16,7,0,33,74,40,4,3,0.252,84.59,3.6,16.9,15.1,32,19,34,89.07,0.12,1013,47,1.4,N/A
2019,12,16,8,0,123,297,208,3,0,0.252,73.23,3.6,18.5,15.4,115,160,161,82.11,0.12,1014,52,1.9,N/A
2019,12,16,9,0,194,395,373,0,0,0.252,63.04,3.5,20.1,16.2,194,395,373,78.43,0.12,1015,76,1.4,N/A
2019,12,16,10,0,242,455,504,3,0,0.253,54.81,3.5,21.6,17.1,268,141,350,75.63,0.12,1015,118,0.9,N/A
2019,12,16,11,0,275,480,586,3,0,0.254,49.56,3.5,22.7,17.6,308,220,451,73.15,0.12,1014,162,1,N/A
2019,12,16,12,0,272,508,610,4,0,0.254,48.27,3.4,23.3,17.9,235,14,244,71.91,0.12,1012,184,1.3,N/A
2019,12,16,13,0,254,500,567,3,0,0.254,51.25,3.4,23.5,18,290,256,450,71.09,0.12,1011,204,1.6,N/A
2019,12,16,14,0,219,464,466,0,0,0.255,57.83,3.3,23.3,17.9,219,464,466,71.49,0.12,1011,214,1.7,N/A
2019,12,16,15,0,165,377,313,3,0,0.254,66.96,3.2,22.8,18.1,167,118,213,74.93,0.12,1010,222,1.5,N/A
2019,12,16,16,0,92,216,138,0,0,0.252,77.71,3.1,21.4,19,92,216,138,86.08,0.12,1011,229,0.8,N/A
2019,12,16,17,0,0,0,0,0,0,0.251,89.2,3,19.7,17.5,0,0,0,87.07,0.12,1011,243,0.8,N/A
2019,12,16,18,0,0,0,0,0,0,0.251,102.13,3,19.3,17,0,0,0,86.79,0.12,1012,267,0.9,N/A
2019,12,16,19,0,0,0,0,0,0,0.25,115.08,2.9,18.6,16.5,0,0,0,87.47,0.12,1013,296,0.9,N/A
2019,12,16,20,0,0,0,0,0,0,0.25,128.32,2.8,17.9,16.1,0,0,0,89.17,0.12,1013,320,1,N/A
2019,12,16,21,0,0,0,0,0,0,0.251,141.76,2.7,17.3,15.8,0,0,0,90.72,0.12,1013,333,1,N/A
2019,12,16,22,0,0,0,0,0,0,0.252,155.32,2.6,16.9,15.4,0,0,0,91.09,0.12,1013,344,1.1,N/A
2019,12,16,23,0,0,0,0,0,0,0.253,168.9,2.5,16.6,15.1,0,0,0,90.61,0.12,1013,357,1.1,N/A
2019,12,17,0,0,0,0,0,0,0,0.253,176.87,2.4,16.2,14.6,0,0,0,90.36,0.12,1012,13,1.1,N/A
2019,12,17,1,0,0,0,0,0,0,0.253,163.55,2.3,15.7,14.2,0,0,0,90.85,0.12,1012,28,1,N/A
2019,12,17,2,0,0,0,0,0,0,0.252,149.96,2.2,15.1,13.9,0,0,0,92.27,0.12,1012,39,1,N/A
2019,12,17,3,0,0,0,0,0,0,0.251,136.44,2.2,14.7,13.5,0,0,0,92.68,0.12,1012,46,1,N/A
2019,12,17,4,0,0,0,0,0,0,0.25,123.07,2.3,14.4,13.2,0,0,0,92.54,0.12,1012,52,1,N/A
2019,12,17,5,0,0,0,0,1,0,0.25,109.93,2.3,14.2,13,0,0,0,92.31,0.12,1013,59,1,N/A
2019,12,17,6,0,0,0,0,1,0,0.25,97.14,2.3,14,12.9,0,0,0,92.87,0.12,1014,63,1,N/A
2019,12,17,7,0,33,96,42,0,0,0.25,84.71,2.3,15.9,14.5,33,96,42,91.52,0.12,1015,68,1,N/A
2019,12,17,8,0,119,331,214,0,0,0.25,73.34,2.4,18.1,15.4,119,331,214,84.11,0.12,1016,78,1.4,N/A
2019,12,17,9,0,174,475,388,0,0,0.249,63.14,2.4,20.3,16.1,174,475,388,76.59,0.12,1017,177,0.6,N/A
2019,12,17,10,0,209,561,531,0,1,0.248,54.9,2.4,21.8,16.3,209,561,531,71.03,0.12,1016,208,1.1,N/A
2019,12,17,11,0,219,616,618,0,0,0.248,49.63,2.4,22.5,16.5,219,616,618,68.66,0.12,1015,206,1.4,N/A
2019,12,17,12,0,207,658,645,0,0,0.248,48.31,2.4,22.9,16.5,207,658,645,67.19,0.12,1014,206,1.6,N/A
2019,12,17,13,0,207,620,595,0,0,0.248,51.25,2.4,23,16.4,207,620,595,66.4,0.12,1013,213,1.8,N/A
2019,12,17,14,0,184,574,490,0,0,0.249,57.8,2.3,22.6,16.3,184,574,490,67.56,0.12,1012,224,1.8,N/A
2019,12,17,15,0,138,503,336,0,0,0.25,66.91,2.2,22.1,16.8,138,503,336,71.95,0.12,1012,232,1.6,N/A
2019,12,17,16,0,83,327,153,0,0,0.25,77.64,2.1,20.3,17.7,83,327,153,85.25,0.12,1012,237,0.9,N/A
2019,12,17,17,0,0,0,0,0,0,0.251,89.13,2,18,15.6,0,0,0,86.1,0.12,1012,249,1,N/A
2019,12,17,18,0,0,0,0,0,0,0.252,102.04,2,17.3,15,0,0,0,86.56,0.12,1013,273,1,N/A
2019,12,17,19,0,0,0,0,0,0,0.252,114.98,2,16.8,14.6,0,0,0,86.71,0.12,1013,297,1,N/A
2019,12,17,20,0,0,0,0,0,0,0.253,128.22,2,16.2,14.2,0,0,0,88.11,0.12,1014,314,1,N/A
2019,12,17,21,0,0,0,0,0,0,0.253,141.66,2,15.8,13.9,0,0,0,88.36,0.12,1014,330,1,N/A
2019,12,17,22,0,0,0,0,0,0,0.253,155.21,2,15.4,13.5,0,0,0,88.36,0.12,1014,348,1.1,N/A
2019,12,17,23,0,0,0,0,0,0,0.253,168.8,2,15,13.1,0,0,0,88.6,0.12,1014,3,1.1,N/A
2019,12,18,0,0,0,0,0,0,0,0.253,176.99,1.9,14.6,12.8,0,0,0,88.91,0.12,1013,15,1.2,N/A
2019,12,18,1,0,0,0,0,0,0,0.253,163.67,1.9,14.2,12.4,0,0,0,89.18,0.12,1013,24,1.2,N/A
2019,12,18,2,0,0,0,0,0,0,0.253,150.08,1.9,13.8,12.1,0,0,0,89.37,0.12,1012,30,1.3,N/A
2019,12,18,3,0,0,0,0,0,0,0.254,136.56,1.8,13.4,11.7,0,0,0,89.63,0.12,1012,35,1.4,N/A
2019,12,18,4,0,0,0,0,0,0,0.254,123.19,1.8,13,11.4,0,0,0,89.83,0.12,1012,39,1.5,N/A
2019,12,18,5,0,0,0,0,0,0,0.255,110.05,1.9,12.7,11.1,0,0,0,89.84,0.12,1013,45,1.4,N/A
2019,12,18,6,0,0,0,0,0,0,0.255,97.25,1.9,12.6,10.9,0,0,0,89.46,0.12,1014,48,1.3,N/A
2019,12,18,7,0,33,102,42,0,0,0.254,84.82,2,14.9,12.6,33,102,42,86.29,0.12,1015,48,1.4,N/A
2019,12,18,8,0,117,351,217,0,0,0.255,73.45,2,17.8,13.2,117,351,217,74.42,0.12,1016,52,2.1,N/A
2019,12,18,9,0,132,622,412,0,0,0.256,63.25,2.1,20.1,14.5,132,622,412,70.32,0.12,1017,107,1.5,N/A
2019,12,18,10,0,147,714,556,0,0,0.257,54.99,2.1,21.3,15.3,147,714,556,68.69,0.12,1016,137,1.6,N/A
2019,12,18,11,0,155,758,645,0,0,0.257,49.69,2.1,22.1,15.6,155,758,645,66.53,0.12,1015,150,1.5,N/A
2019,12,18,12,0,193,690,652,0,0,0.257,48.33,2.1,22.5,15.7,193,690,652,65.39,0.12,1014,167,1.5,N/A
2019,12,18,13,0,187,669,606,0,0,0.258,51.24,2.1,22.6,15.7,187,669,606,65.18,0.12,1012,184,1.6,N/A
2019,12,18,14,0,176,605,499,0,0,0.259,57.76,2,22.3,15.8,176,605,499,66.67,0.12,1012,207,1.8,N/A
2019,12,18,15,0,144,496,339,0,0,0.26,66.85,2,21.5,16.3,144,496,339,72.33,0.12,1012,223,1.8,N/A
2019,12,18,16,0,86,312,153,0,0,0.261,77.57,2,19.7,17.1,86,312,153,85.19,0.12,1012,232,1.1,N/A
2019,12,18,17,0,0,0,0,0,0,0.262,89.05,1.9,17.3,15.4,0,0,0,88.73,0.12,1012,239,1,N/A
2019,12,18,18,0,0,0,0,0,0,0.262,101.95,1.9,17.1,14.6,0,0,0,85.43,0.12,1013,256,1,N/A
2019,12,18,19,0,0,0,0,1,0,0.261,114.89,1.9,17.2,14.1,0,0,0,82,0.12,1014,277,0.9,N/A
2019,12,18,20,0,0,0,0,0,0,0.26,128.12,1.9,17,13.8,0,0,0,81.25,0.12,1014,311,0.7,N/A
2019,12,18,21,0,0,0,0,0,0,0.259,141.55,1.9,16.6,13.5,0,0,0,81.87,0.12,1014,352,0.7,N/A
2019,12,18,22,0,0,0,0,0,0,0.258,155.11,1.9,16,13.2,0,0,0,83.69,0.12,1014,24,0.8,N/A
2019,12,18,23,0,0,0,0,0,0,0.258,168.7,2,15.3,13,0,0,0,86.18,0.12,1014,47,1,N/A
2019,12,19,0,0,0,0,0,1,0,0.258,177.1,2,14.1,12.8,0,0,0,91.87,0.12,1014,60,1.1,N/A
2019,12,19,1,0,0,0,0,0,0,0.26,163.78,2,13.4,12.6,0,0,0,95.05,0.12,1013,64,1.1,N/A
2019,12,19,2,0,0,0,0,0,0,0.26,150.19,2,13.1,12.5,0,0,0,96.15,0.12,1013,64,1.3,N/A
2019,12,19,3,0,0,0,0,1,0,0.26,136.68,2,12.9,12.4,0,0,0,96.73,0.12,1013,61,1.4,N/A
2019,12,19,4,0,0,0,0,0,0,0.258,123.31,2,12.6,12.2,0,0,0,97.68,0.12,1013,58,1.3,N/A
2019,12,19,5,0,0,0,0,1,0,0.257,110.17,2,12.3,12,0,0,0,98.25,0.12,1013,53,1.2,N/A
2019,12,19,6,0,0,0,0,1,0,0.256,97.37,1.9,12.2,11.8,0,0,0,97.32,0.12,1013,47,1.2,N/A
2019,12,19,7,0,33,170,48,1,0,0.256,84.93,1.9,14.8,13.1,33,170,48,89.67,0.12,1014,46,1.4,N/A
2019,12,19,8,0,90,505,232,0,0,0.256,73.56,1.9,17.6,13.8,90,505,232,78.39,0.12,1015,58,2,N/A
2019,12,19,9,0,113,688,421,0,0,0.257,63.34,1.9,19.9,14.4,113,688,421,70.38,0.12,1015,86,1.9,N/A
2019,12,19,10,0,126,774,569,0,0,0.257,55.07,1.9,21.3,14.7,126,774,569,66.24,0.12,1014,116,1.7,N/A
2019,12,19,11,0,132,813,658,0,0,0.258,49.74,2,22,15.1,132,813,658,65.11,0.12,1013,146,1.6,N/A
2019,12,19,12,0,133,823,680,3,0,0.258,48.35,2,22.4,15.4,273,34,295,64.4,0.12,1011,171,1.6,N/A
2019,12,19,13,0,131,797,631,1,0,0.259,51.23,2.1,22.3,15.4,131,797,631,65.09,0.12,1010,191,1.7,N/A
2019,12,19,14,0,124,740,519,0,0,0.26,57.72,2.1,21.9,15.4,124,740,519,66.66,0.12,1009,208,1.7,N/A
2019,12,19,15,0,153,460,334,0,0,0.261,66.78,2.1,21,15.7,153,460,334,71.76,0.12,1009,216,1.7,N/A
2019,12,19,16,0,91,276,151,0,0,0.262,77.49,2.1,19.1,16.5,91,276,151,85,0.12,1009,219,1.1,N/A
2019,12,19,17,0,6,13,6,0,0,0.262,88.97,2.1,16.6,15,6,13,6,90.47,0.12,1010,227,0.9,N/A
2019,12,19,18,0,0,0,0,0,0,0.261,101.85,2.1,15.9,14.4,0,0,0,90.96,0.12,1011,246,0.9,N/A
2019,12,19,19,0,0,0,0,0,0,0.261,114.79,2.1,15.3,14.1,0,0,0,92.65,0.12,1012,270,0.9,N/A
2019,12,19,20,0,0,0,0,0,0,0.26,128.02,2.1,14.9,13.9,0,0,0,93.52,0.12,1012,298,0.9,N/A
2019,12,19,21,0,0,0,0,0,0,0.259,141.45,2,14.9,13.6,0,0,0,91.7,0.12,1012,325,0.9,N/A
2019,12,19,22,0,0,0,0,1,0,0.259,155,2,15.3,13.3,0,0,0,87.62,0.12,1012,355,0.9,N/A
2019,12,19,23,0,0,0,0,1,0,0.26,168.59,2,15.2,13,0,0,0,86.73,0.12,1011,35,0.7,N/A
2019,12,20,0,0,0,0,0,1,0,0.261,177.21,2,14.8,12.9,0,0,0,88.15,0.12,1011,67,0.9,N/A
2019,12,20,1,0,0,0,0,1,0,0.262,163.9,2,14,12.7,0,0,0,92.15,0.12,1010,80,1,N/A
2019,12,20,2,0,0,0,0,1,0,0.261,150.31,2,13.1,12.7,0,0,0,97.18,0.12,1010,81,1,N/A
2019,12,20,3,0,0,0,0,1,0,0.259,136.79,2,12.7,12.6,0,0,0,99.21,0.12,1010,72,1,N/A
2019,12,20,4,0,0,0,0,1,0,0.259,123.42,2,12.4,12.4,0,0,0,100,0.12,1010,66,1,N/A
2019,12,20,5,0,0,0,0,1,0,0.259,110.28,2,12.1,12.1,0,0,0,100,0.12,1011,63,1,N/A
2019,12,20,6,0,0,0,0,3,0,0.259,97.48,2,12,12,0,0,0,100,0.12,1011,62,1,N/A
2019,12,20,7,0,33,101,42,1,0,0.259,85.04,2,14.1,13.2,33,101,42,94.15,0.12,1012,65,0.8,N/A
2019,12,20,8,0,113,369,217,1,0,0.259,73.66,2.1,16.7,13.9,113,369,217,83.68,0.12,1013,90,1,N/A
2019,12,20,9,0,162,522,396,0,0,0.259,63.43,2.1,18.6,14.6,162,522,396,77.49,0.12,1014,161,1.1,N/A
2019,12,20,10,0,189,612,539,3,0,0.259,55.15,2.1,19.7,14.8,218,22,230,73.4,0.12,1013,187,1.4,N/A
2019,12,20,11,0,200,663,628,3,0,0.26,49.79,2.1,20.5,14.9,258,29,276,70.26,0.12,1012,201,1.6,N/A
2019,12,20,12,0,183,714,657,1,0,0.26,48.37,2.2,20.9,15,183,714,657,68.92,0.12,1011,208,1.8,N/A
2019,12,20,13,0,177,695,612,1,0,0.261,51.2,2.2,21,14.9,177,695,612,68.32,0.12,1010,209,2,N/A
2019,12,20,14,0,161,641,504,0,0,0.262,57.67,2.2,20.7,14.9,161,641,504,69.24,0.12,1009,209,2.1,N/A
2019,12,20,15,0,132,540,345,0,0,0.263,66.71,2.2,19.9,15,132,540,345,73.37,0.12,1009,208,2.1,N/A
2019,12,20,16,0,83,356,160,0,0,0.263,77.41,2.2,18.3,15.7,83,356,160,85.05,0.12,1009,207,1.3,N/A
2019,12,20,17,0,7,27,8,0,0,0.264,88.89,2.2,15.9,14.3,7,27,8,90.44,0.12,1010,212,0.9,N/A
2019,12,20,18,0,0,0,0,0,0,0.265,101.75,2.2,15.6,13.7,0,0,0,88.54,0.12,1011,221,0.9,N/A
2019,12,20,19,0,0,0,0,0,0,0.265,114.68,2.2,15.8,13.4,0,0,0,85.62,0.12,1012,233,0.7,N/A
2019,12,20,20,0,0,0,0,0,0,0.265,127.91,2.2,16.2,13.2,0,0,0,82.48,0.12,1012,264,0.3,N/A
2019,12,20,21,0,0,0,0,0,0,0.264,141.34,2.2,15.7,13.1,0,0,0,84.46,0.12,1012,22,0.4,N/A
2019,12,20,22,0,0,0,0,0,0,0.263,154.89,2.2,14.8,13,0,0,0,88.84,0.12,1012,40,0.7,N/A
2019,12,20,23,0,0,0,0,1,0,0.262,168.48,2.2,14.3,12.8,0,0,0,90.84,0.12,1012,45,0.9,N/A
2019,12,21,0,0,0,0,0,1,0,0.261,177.31,2.2,14,12.6,0,0,0,91.5,0.12,1012,53,0.9,N/A
2019,12,21,1,0,0,0,0,1,0,0.261,164.01,2.2,13.7,12.4,0,0,0,92.02,0.12,1011,59,1,N/A
2019,12,21,2,0,0,0,0,1,0,0.26,150.42,2.2,13.2,12.2,0,0,0,93.68,0.12,1011,58,1,N/A
2019,12,21,3,0,0,0,0,1,0,0.26,136.91,2.2,12.4,11.9,0,0,0,97.07,0.12,1011,55,1,N/A
2019,12,21,4,0,0,0,0,1,0,0.26,123.53,2.2,11.8,11.7,0,0,0,99.08,0.12,1011,52,1,N/A
2019,12,21,5,0,0,0,0,1,0,0.259,110.39,2.3,11.9,11.5,0,0,0,97.29,0.12,1011,49,1,N/A
2019,12,21,6,0,0,0,0,1,0,0.258,97.59,2.3,12.2,11.5,0,0,0,95.24,0.12,1012,47,1,N/A
2019,12,21,7,0,33,89,41,0,0,0.257,85.14,2.3,13.9,12.5,33,89,41,91.19,0.12,1013,48,1.1,N/A
2019,12,21,8,0,118,350,216,3,0,0.256,73.76,2.3,15.4,12.7,110,55,125,84.02,0.12,1014,71,1.2,N/A
2019,12,21,9,0,127,635,410,7,0,0.256,63.52,2.3,16.8,13.5,194,105,241,80.66,0.12,1014,150,1,N/A
2019,12,21,10,0,147,715,555,7,0,0.256,55.21,2.3,18,14.1,248,59,282,78.09,0.12,1014,184,1.4,N/A
2019,12,21,11,0,154,759,644,7,0,0.257,49.83,2.4,18.8,14.6,275,377,519,76.37,0.12,1013,201,1.6,N/A
2019,12,21,12,0,183,713,656,7,0,0.258,48.37,2.4,19.6,14.9,257,471,570,74.43,0.12,1012,214,1.8,N/A
2019,12,21,13,0,173,702,613,7,0,0.26,51.17,2.4,19.9,15,256,412,514,73.54,0.12,1011,220,2,N/A
2019,12,21,14,0,155,657,507,7,0,0.261,57.61,2.4,19.7,15,228,313,396,74.35,0.12,1010,220,2,N/A
2019,12,21,15,0,129,552,348,1,0,0.262,66.64,2.4,19.2,15.1,129,552,348,77.3,0.12,1010,219,2.1,N/A
2019,12,21,16,0,85,347,161,1,0,0.262,77.32,2.4,17.8,15.7,85,347,161,87.53,0.12,1010,218,1.3,N/A
2019,12,21,17,0,8,22,9,0,0,0.262,88.8,2.3,15.8,14.8,8,22,9,93.69,0.12,1011,218,0.9,N/A
2019,12,21,18,0,0,0,0,0,0,0.262,101.65,2.3,15.1,14.3,0,0,0,94.75,0.12,1012,222,0.8,N/A
2019,12,21,19,0,0,0,0,1,0,0.262,114.58,2.3,14.3,13.9,0,0,0,97.64,0.12,1013,225,0.8,N/A
2019,12,21,20,0,0,0,0,1,0,0.262,127.8,2.3,13.8,13.8,0,0,0,99.82,0.12,1013,231,0.8,N/A
2019,12,21,21,0,0,0,0,1,0,0.263,141.23,2.3,13.8,13.7,0,0,0,99.41,0.12,1013,241,0.7,N/A
2019,12,21,22,0,0,0,0,1,0,0.264,154.78,2.3,13.8,13.6,0,0,0,98.76,0.12,1013,255,0.5,N/A
2019,12,21,23,0,0,0,0,1,0,0.266,168.37,2.2,14,13.5,0,0,0,96.65,0.12,1013,281,0.3,N/A
2019,12,22,0,0,0,0,0,1,0,0.267,177.41,2.2,13.8,13.3,0,0,0,96.72,0.12,1012,54,0.3,N/A
2019,12,22,1,0,0,0,0,1,0,0.268,164.13,2.2,13.1,13.1,0,0,0,99.94,0.12,1012,71,0.6,N/A
2019,12,22,2,0,0,0,0,1,0,0.269,150.54,2.1,12.7,12.7,0,0,0,100,0.12,1012,74,0.8,N/A
2019,12,22,3,0,0,0,0,1,0,0.27,137.02,2.1,11.9,11.9,0,0,0,100,0.12,1011,79,0.9,N/A
2019,12,22,4,0,0,0,0,1,0,0.271,123.65,2.1,11.5,11.5,0,0,0,100,0.12,1011,80,1,N/A
2019,12,22,5,0,0,0,0,1,0,0.272,110.5,2.1,11.6,11.6,0,0,0,100,0.12,1012,74,0.9,N/A
2019,12,22,6,0,0,0,0,4,0,0.273,97.7,2.1,12.1,12.1,0,0,0,99.69,0.12,1013,67,0.8,N/A
2019,12,22,7,0,33,100,41,1,0,0.273,85.24,2.1,14.1,13.1,33,100,41,93.76,0.12,1014,57,0.8,N/A
2019,12,22,8,0,109,393,218,1,0,0.273,73.85,2.1,16.4,13.4,109,393,218,82.37,0.12,1014,68,0.8,N/A
2019,12,22,9,0,143,577,400,7,3,0.272,63.6,2.2,18,13.8,189,238,295,76.36,0.12,1015,133,0.6,N/A
2019,12,22,10,0,157,687,549,3,0,0.272,55.28,2.2,19.1,14.4,264,187,370,73.98,0.12,1014,185,0.7,N/A
2019,12,22,11,0,162,744,641,7,0,0.272,49.87,2.2,20,15,228,518,562,72.94,0.12,1013,215,1.2,N/A
2019,12,22,12,0,185,709,656,0,0,0.273,48.37,2.2,20.7,15.4,185,709,656,71.81,0.12,1012,223,1.8,N/A
2019,12,22,13,0,180,688,612,7,0,0.275,51.14,2.2,20.9,15.6,285,290,467,71.77,0.12,1011,223,2.2,N/A
2019,12,22,14,0,167,628,503,7,0,0.276,57.55,2.2,20.6,15.6,239,245,371,73.09,0.12,1010,224,2.3,N/A
2019,12,22,15,0,136,526,346,7,0,0.277,66.56,2.2,19.9,15.6,144,382,296,76.16,0.12,1010,228,2.2,N/A
2019,12,22,16,0,86,333,160,7,5,0.277,77.23,2.3,18.4,16.2,86,333,160,86.99,0.12,1010,232,1.2,N/A
2019,12,22,17,0,8,26,9,7,5,0.278,88.71,2.3,15.8,14.6,8,26,9,92.43,0.12,1011,243,0.9,N/A
2019,12,22,18,0,0,0,0,7,0,0.277,101.55,2.3,15.2,14.1,0,0,0,92.97,0.12,1011,266,0.9,N/A
2019,12,22,19,0,0,0,0,7,0,0.277,114.47,2.3,14.6,13.8,0,0,0,95.06,0.12,1012,296,0.9,N/A
2019,12,22,20,0,0,0,0,7,0,0.276,127.69,2.2,14,13.5,0,0,0,97.06,0.12,1012,322,0.9,N/A
