Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Fill Flag,Ozone,Solar Zenith Angle,Precipitable Water,Temperature,Dew Point,DHI,DNI,GHI,Relative Humidity,Surface Albedo,Pressure,Wind Direction,Wind Speed,,
2020,7,14,18,0,65,271,115,6,3,0.263,79.21,7.7,28.6,28.3,7,0,7,98.2,0.18,999,152,2.3,N/A,596.183
2020,7,14,19,0,0,0,0,7,0,0.264,92.08,7.7,28,28,0,0,0,99.77,0.18,1000,157,2.5,N/A,765.625
2020,7,14,20,0,0,0,0,7,0,0.265,104.23,7.6,27.7,27.7,0,0,0,99.95,0.18,1001,160,2.6,N/A,861.224
2020,7,14,21,0,0,0,0,8,0,0.266,115.39,7.4,27.3,27.3,0,0,0,100,0.18,1001,157,2.4,N/A,677.376
2020,7,14,22,0,0,0,0,3,0,0.266,124.93,7.3,26.9,26.9,0,0,0,100,0.18,1002,151,2,N/A,392
2020,7,14,23,0,0,0,0,0,0,0.267,131.87,7.2,26.7,26.7,0,0,0,100,0.18,1001,145,1.8,N/A,285.768
2020,7,15,0,0,0,0,0,8,0,0.268,134.99,7.1,26.4,26.4,0,0,0,100,0.18,1001,140,1.6,N/A,200.704
2020,7,15,1,0,0,0,0,8,0,0.269,133.5,7.1,26.1,26.1,0,0,0,100,0.18,1000,135,1.3,N/A,107.653
2020,7,15,2,0,0,0,0,8,0,0.27,127.79,7,25.9,25.9,0,0,0,100,0.18,1000,129,1.2,N/A,84.672
2020,7,15,3,0,0,0,0,7,0,0.272,119.06,7,25.8,25.8,0,0,0,100,0.18,1000,128,1.1,N/A,65.219
2020,7,15,4,0,0,0,0,8,0,0.274,108.39,6.9,25.6,25.6,0,0,0,100,0.18,1000,129,1.2,N/A,84.672
2020,7,15,5,0,0,0,0,7,0,0.274,96.54,6.9,25.8,25.8,0,0,0,100,0.18,1001,132,1.5,N/A,165.375
2020,7,15,6,0,36,207,58,8,3,0.274,83.82,6.8,26.7,26.5,16,0,16,98.91,0.18,1001,134,2.5,N/A,765.625
2020,7,15,7,0,75,547,255,8,0,0.275,70.83,6.7,27.9,26.9,97,416,233,94.4,0.18,1002,146,2.8,N/A,1075.648
2020,7,15,8,0,95,702,473,8,0,0.274,57.48,6.7,29.2,27.1,188,417,412,88.29,0.18,1002,158,3.1,N/A,1459.759
2020,7,15,9,0,105,790,674,3,0,0.275,43.91,6.6,30.3,27.3,293,376,564,84.16,0.18,1002,163,3.4,N/A,1925.896
2020,7,15,10,0,108,844,837,7,0,0.275,30.21,6.7,31.2,27.6,416,228,613,81.36,0.18,1002,166,3.6,N/A,2286.144
2020,7,15,11,0,110,871,945,6,0,0.275,16.46,6.8,31.9,27.8,469,99,565,78.95,0.18,1001,168,3.7,N/A,2481.997
2020,7,15,12,0,113,877,989,8,0,0.275,3.18,7,32.3,27.9,434,411,845,77.71,0.18,1001,170,3.8,N/A,2688.728
2020,7,15,13,0,113,872,967,3,0,0.274,11.54,7.1,32.4,27.9,225,12,237,77.41,0.18,1000,171,3.8,N/A,2688.728
2020,7,15,14,0,111,851,880,3,0,0.274,25.28,7.2,32.3,27.9,366,435,759,77.8,0.18,999,173,3.9,N/A,2906.631
2020,7,15,15,0,110,805,735,8,0,0.273,39.01,7.3,31.8,27.9,254,556,686,79.95,0.18,999,175,3.9,N/A,2906.631
2020,7,15,16,0,100,737,548,7,0,0.273,52.64,7.2,31,28,254,63,293,84.1,0.18,999,176,3.8,N/A,2688.728
2020,7,15,17,0,80,628,334,3,0,0.273,66.09,7,30,28.1,141,342,280,89.73,0.18,999,177,3.3,N/A,1760.913
2020,7,15,18,0,49,400,124,3,3,0.273,79.25,6.9,28.7,28,63,183,98,95.91,0.18,1000,177,2.6,N/A,861.224
2020,7,15,19,0,0,0,0,3,0,0.274,92.12,6.7,27.8,27.5,0,0,0,98.38,0.18,1001,178,2.5,N/A,765.625
2020,7,15,20,0,0,0,0,1,0,0.274,104.3,6.5,27.3,27.2,0,0,0,99.23,0.18,1001,178,2.6,N/A,861.224
2020,7,15,21,0,0,0,0,1,0,0.274,115.48,6.4,26.9,26.9,0,0,0,99.89,0.18,1002,176,2.5,N/A,765.625
2020,7,15,22,0,0,0,0,0,0,0.274,125.05,6.3,26.6,26.6,0,0,0,100,0.18,1002,174,2.4,N/A,677.376
2020,7,15,23,0,0,0,0,0,0,0.274,132.01,6.3,26.3,26.3,0,0,0,100,0.18,1002,172,2.2,N/A,521.752
2020,7,16,0,0,0,0,0,0,0,0.274,135.15,6.3,26,26,0,0,0,100,0.18,1002,169,2.1,N/A,453.789
2020,7,16,1,0,0,0,0,8,0,0.275,133.66,6.4,25.9,25.9,0,0,0,100,0.18,1001,167,2,N/A,392
2020,7,16,2,0,0,0,0,0,0,0.276,127.94,6.5,25.8,25.8,0,0,0,100,0.18,1001,165,1.9,N/A,336.091
2020,7,16,3,0,0,0,0,0,0,0.276,119.19,6.5,25.7,25.7,0,0,0,100,0.18,1001,166,1.8,N/A,285.768
2020,7,16,4,0,0,0,0,0,0,0.276,108.5,6.4,25.6,25.6,0,0,0,100,0.18,1001,168,1.6,N/A,200.704
2020,7,16,5,0,0,0,0,3,0,0.276,96.63,6.4,25.6,25.6,0,0,0,100,0.18,1001,167,1.8,N/A,285.768
2020,7,16,6,0,37,176,56,3,3,0.275,83.9,6.3,26.4,26.2,5,0,5,98.73,0.18,1001,163,2.6,N/A,861.224
2020,7,16,7,0,83,509,249,0,0,0.275,70.91,6.3,27.9,26.8,83,509,249,93.67,0.18,1002,164,2.8,N/A,1075.648
2020,7,16,8,0,102,686,470,0,0,0.274,57.54,6.2,29.5,27,102,686,470,86.24,0.18,1002,170,3.2,N/A,1605.632
2020,7,16,9,0,112,778,672,1,0,0.274,43.96,6.3,30.6,27.1,112,778,672,81.44,0.18,1002,173,3.3,N/A,1760.913
2020,7,16,10,0,112,839,836,0,0,0.274,30.26,6.3,31.4,27.2,112,839,836,78.48,0.18,1002,173,3.2,N/A,1605.632
2020,7,16,11,0,111,871,946,3,0,0.274,16.51,6.4,31.9,27.3,105,0,105,76.55,0.18,1001,174,3.1,N/A,1459.759
2020,7,16,12,0,151,830,979,0,0,0.273,3.3,6.5,32.2,27.3,151,830,979,75.38,0.18,1000,176,3.1,N/A,1459.759
2020,7,16,13,0,147,827,958,0,0,0.272,11.56,6.6,32.3,27.3,147,827,958,74.89,0.18,999,176,3,N/A,1323
2020,7,16,14,0,140,810,873,0,0,0.271,25.28,6.7,32.3,27.3,140,810,873,75.18,0.18,999,176,3.1,N/A,1459.759
2020,7,16,15,0,140,756,727,0,0,0.27,39.02,6.8,32,27.5,140,756,727,77,0.18,998,176,3.1,N/A,1459.759
2020,7,16,16,0,126,680,538,1,0,0.269,52.66,6.9,31.3,27.7,126,680,538,81.39,0.18,998,176,2.9,N/A,1195.061
2020,7,16,17,0,96,567,326,0,0,0.269,66.12,7,30.4,27.8,96,567,326,85.9,0.18,998,177,2.6,N/A,861.224
2020,7,16,18,0,57,329,118,0,0,0.269,79.29,6.9,28.9,27.8,57,329,118,93.7,0.18,999,177,2,N/A,392
2020,7,16,19,0,0,0,0,0,0,0.27,92.18,6.9,28,27.4,0,0,0,96.65,0.18,1000,174,2,N/A,392
2020,7,16,20,0,0,0,0,0,0,0.27,104.37,6.8,27.6,27.2,0,0,0,97.41,0.18,1000,173,2.3,N/A,596.183
2020,7,16,21,0,0,0,0,8,0,0.27,115.57,6.7,27.2,27,0,0,0,98.87,0.18,1001,171,2.5,N/A,765.625
2020,7,16,22,0,0,0,0,3,0,0.269,125.17,6.6,26.9,26.9,0,0,0,99.94,0.18,1001,169,2.4,N/A,677.376
2020,7,16,23,0,0,0,0,1,0,0.269,132.16,6.7,26.6,26.6,0,0,0,100,0.18,1001,167,2,N/A,392
2020,7,17,0,0,0,0,0,0,0,0.269,135.31,6.7,26.4,26.4,0,0,0,100,0.18,1001,164,1.6,N/A,200.704
2020,7,17,1,0,0,0,0,1,0,0.269,133.82,6.7,26.3,26.3,0,0,0,100,0.18,1000,161,1.5,N/A,165.375
2020,7,17,2,0,0,0,0,0,0,0.27,128.1,6.7,26.3,26.3,0,0,0,100,0.18,1000,162,1.5,N/A,165.375
2020,7,17,3,0,0,0,0,7,0,0.271,119.32,6.6,26.3,26.3,0,0,0,100,0.18,1000,167,1.6,N/A,200.704
2020,7,17,4,0,0,0,0,8,0,0.272,108.62,6.5,26.2,26.2,0,0,0,100,0.18,1000,172,1.5,N/A,165.375
2020,7,17,5,0,0,0,0,0,0,0.272,96.73,6.5,26.3,26.3,0,0,0,100,0.18,1000,173,1.3,N/A,107.653
2020,7,17,6,0,38,158,54,0,1,0.272,83.98,6.5,27.3,27.1,38,158,54,98.88,0.18,1001,167,2.1,N/A,453.789
2020,7,17,7,0,79,526,250,3,3,0.272,70.98,6.5,28.7,27.5,124,66,145,93.04,0.18,1002,168,2.5,N/A,765.625
2020,7,17,8,0,100,686,468,7,0,0.272,57.61,6.5,29.9,27.5,207,329,383,87.03,0.18,1003,171,2.7,N/A,964.467
2020,7,17,9,0,112,777,670,3,0,0.271,44.02,6.6,30.9,27.6,305,333,544,82.59,0.18,1003,171,2.8,N/A,1075.648
2020,7,17,10,0,117,830,833,1,0,0.271,30.31,6.6,31.5,27.7,117,830,833,80.21,0.18,1002,171,2.8,N/A,1075.648
2020,7,17,11,0,119,858,942,8,0,0.271,16.56,6.7,32.1,27.8,456,304,748,77.99,0.18,1002,168,2.9,N/A,1195.061
2020,7,17,12,0,128,859,985,0,0,0.271,3.43,6.7,32.4,27.8,128,859,985,76.9,0.18,1001,165,3,N/A,1323
2020,7,17,13,0,131,850,963,3,0,0.271,11.58,6.8,32.6,27.9,494,200,690,76.16,0.18,1000,162,3.2,N/A,1605.632
2020,7,17,14,0,124,832,877,0,0,0.271,25.29,6.9,32.6,27.9,124,832,877,76.33,0.18,999,161,3.3,N/A,1760.913
2020,7,17,15,0,128,776,731,3,0,0.27,39.03,7,32.3,28,340,325,593,78.31,0.18,999,160,3.3,N/A,1760.913
2020,7,17,16,0,121,690,540,3,5,0.27,52.68,7.1,31.6,28.3,121,690,540,82.88,0.18,999,162,3,N/A,1323
2020,7,17,17,0,98,562,326,8,0,0.269,66.15,7.2,30.5,28.5,130,404,294,88.97,0.18,999,167,2.6,N/A,861.224
2020,7,17,18,0,60,302,116,3,5,0.269,79.33,7.2,29.2,28.4,60,302,116,95.66,0.18,1000,172,2.1,N/A,453.789
2020,7,17,19,0,0,0,0,0,0,0.268,92.24,7.2,28.5,28.1,0,0,0,97.55,0.18,1000,178,2.4,N/A,677.376
2020,7,17,20,0,0,0,0,0,0,0.266,104.45,7,28,27.8,0,0,0,98.92,0.18,1001,184,2.8,N/A,1075.648
2020,7,17,21,0,0,0,0,0,0,0.265,115.67,6.8,27.6,27.6,0,0,0,99.86,0.18,1002,184,2.6,N/A,861.224
2020,7,17,22,0,0,0,0,0,0,0.264,125.29,6.6,27.2,27.2,0,0,0,100,0.18,1002,181,2.4,N/A,677.376
2020,7,17,23,0,0,0,0,8,0,0.263,132.31,6.5,26.9,26.9,0,0,0,100,0.18,1002,175,2.1,N/A,453.789
2020,7,18,0,0,0,0,0,8,0,0.263,135.48,6.4,26.7,26.7,0,0,0,100,0.18,1002,172,2,N/A,392
2020,7,18,1,0,0,0,0,7,0,0.264,133.99,6.4,26.6,26.6,0,0,0,100,0.18,1001,171,2,N/A,392
2020,7,18,2,0,0,0,0,7,0,0.265,128.25,6.4,26.5,26.5,0,0,0,100,0.18,1001,171,2,N/A,392
2020,7,18,3,0,0,0,0,7,0,0.266,119.45,6.4,26.4,26.4,0,0,0,100,0.18,1001,174,1.9,N/A,336.091
2020,7,18,4,0,0,0,0,7,0,0.267,108.73,6.4,26.3,26.3,0,0,0,100,0.18,1001,177,1.8,N/A,285.768
2020,7,18,5,0,0,0,0,7,0,0.268,96.83,6.5,26.3,26.3,0,0,0,100,0.18,1002,178,1.6,N/A,200.704
2020,7,18,6,0,34,206,56,3,3,0.268,84.06,6.5,27,26.9,34,79,42,99.69,0.18,1002,178,2.1,N/A,453.789
2020,7,18,7,0,71,560,253,8,0,0.268,71.05,6.6,28,27.3,106,341,217,95.97,0.18,1003,187,2.4,N/A,677.376
2020,7,18,8,0,88,719,473,8,0,0.268,57.67,6.6,29.2,27.4,220,252,355,89.8,0.18,1003,203,2.7,N/A,964.467
2020,7,18,9,0,100,798,674,8,0,0.267,44.08,6.8,30.2,27.3,309,315,535,84.71,0.18,1003,211,2.9,N/A,1195.061
2020,7,18,10,0,111,838,834,8,0,0.266,30.36,6.9,30.9,27.4,351,412,707,81.56,0.18,1003,210,2.8,N/A,1075.648
2020,7,18,11,0,119,858,941,3,0,0.265,16.61,7,31.2,27.4,477,126,598,80.24,0.18,1003,204,2.7,N/A,964.467
2020,7,18,12,0,129,856,983,7,0,0.264,3.56,7.2,31.1,27.3,435,401,835,80.46,0.18,1002,196,2.7,N/A,964.467
2020,7,18,13,0,133,845,960,8,0,0.263,11.6,7.2,30.8,27.4,420,430,842,82.29,0.18,1002,189,2.7,N/A,964.467
2020,7,18,14,0,129,824,874,8,0,0.262,25.31,7.3,30.5,27.5,362,451,771,84.02,0.18,1001,185,2.9,N/A,1195.061
2020,7,18,15,0,123,783,731,7,0,0.261,39.05,7.3,30,27.6,354,269,563,87.11,0.18,1001,184,3,N/A,1323
2020,7,18,16,0,109,716,543,7,0,0.261,52.7,7.2,29.5,27.9,253,287,426,90.87,0.18,1001,181,2.9,N/A,1195.061
2020,7,18,17,0,89,595,329,7,0,0.261,66.18,7.1,28.8,28.1,162,100,202,95.76,0.18,1001,180,2.6,N/A,861.224
2020,7,18,18,0,55,346,119,7,3,0.262,79.38,7.1,28.1,27.8,7,0,7,98.55,0.18,1001,182,2.4,N/A,677.376
2020,7,18,19,0,0,0,0,6,0,0.263,92.3,7,27.6,27.6,0,0,0,99.94,0.18,1001,185,2.6,N/A,861.224
2020,7,18,20,0,0,0,0,7,0,0.264,104.53,7,27.4,27.4,0,0,0,100,0.18,1002,185,2.7,N/A,964.467
2020,7,18,21,0,0,0,0,8,0,0.264,115.78,7.1,27.2,27.2,0,0,0,100,0.18,1002,181,2.5,N/A,765.625
2020,7,18,22,0,0,0,0,8,0,0.264,125.42,7.1,27,27,0,0,0,100,0.18,1002,176,2.4,N/A,677.376
2020,7,18,23,0,0,0,0,7,0,0.264,132.47,7.2,26.9,26.9,0,0,0,100,0.18,1002,172,2.4,N/A,677.376
2020,7,19,0,0,0,0,0,8,0,0.264,135.66,7.2,26.7,26.7,0,0,0,100,0.18,1002,171,2.5,N/A,765.625
2020,7,19,1,0,0,0,0,8,0,0.264,134.17,7.2,26.6,26.6,0,0,0,100,0.18,1001,172,2.5,N/A,765.625
2020,7,19,2,0,0,0,0,7,0,0.264,128.41,7.2,26.5,26.5,0,0,0,100,0.18,1001,175,2.6,N/A,861.224
2020,7,19,3,0,0,0,0,7,0,0.263,119.59,7.3,26.5,26.5,0,0,0,100,0.18,1001,176,2.7,N/A,964.467
2020,7,19,4,0,0,0,0,7,0,0.263,108.85,7.3,26.5,26.5,0,0,0,99.86,0.18,1001,183,3,N/A,1323
2020,7,19,5,0,0,0,0,7,0,0.263,96.93,7.3,26.5,26.5,0,0,0,99.84,0.18,1001,186,3.1,N/A,1459.759
2020,7,19,6,0,38,115,49,6,3,0.263,84.15,7.3,27,26.9,28,0,28,99.38,0.18,1002,184,3.4,N/A,1925.896
2020,7,19,7,0,103,416,237,7,0,0.263,71.13,7.3,28,27.4,118,34,129,96.67,0.18,1002,188,3.7,N/A,2481.997
2020,7,19,8,0,135,596,453,6,0,0.263,57.73,7.3,29,27.6,225,211,338,92.23,0.18,1002,197,4.3,N/A,3895.843
2020,7,19,9,0,155,694,653,6,0,0.264,44.13,7.3,29.9,27.7,333,160,448,87.93,0.18,1003,204,4.5,N/A,4465.125
2020,7,19,10,0,157,764,816,6,0,0.264,30.41,7.3,30.6,27.7,420,153,553,84.76,0.18,1003,209,4.6,N/A,4769.464
2020,7,19,11,0,153,809,929,6,0,0.264,16.67,7.3,31.1,27.8,481,156,631,82.61,0.18,1002,210,4.9,N/A,5764.801
2020,7,19,12,0,152,826,976,6,0,0.265,3.71,7.3,31.4,27.8,504,210,714,81.43,0.18,1001,212,5,N/A,6125
2020,7,19,13,0,151,820,954,6,0,0.265,11.63,7.4,31.5,28,494,192,682,81.63,0.18,1001,215,4.8,N/A,5419.008
2020,7,19,14,0,146,799,868,6,0,0.265,25.33,7.4,31.2,28.2,437,251,663,84.03,0.18,1000,218,4.3,N/A,3895.843
2020,7,19,15,0,139,754,724,6,0,0.265,39.07,7.4,30.8,28.5,365,122,460,87.37,0.18,999,216,3.6,N/A,2286.144
2020,7,19,16,0,124,680,536,6,0,0.266,52.73,7.4,30.3,28.8,249,54,281,91.5,0.18,999,208,2.8,N/A,1075.648
2020,7,19,17,0,98,555,322,7,5,0.266,66.22,7.4,29.6,28.8,98,555,322,95.74,0.18,999,195,2.3,N/A,596.183
2020,7,19,18,0,59,300,114,6,3,0.265,79.43,7.4,28.8,28.5,8,0,8,98.14,0.18,1000,185,2.3,N/A,596.183
2020,7,19,19,0,0,0,0,6,0,0.265,92.37,7.5,28.3,28.1,0,0,0,98.95,0.18,1000,181,2.8,N/A,1075.648
2020,7,19,20,0,0,0,0,6,0,0.264,104.61,7.5,27.9,27.9,0,0,0,100,0.18,1001,179,3.1,N/A,1459.759
2020,7,19,21,0,0,0,0,6,0,0.263,115.88,7.6,27.6,27.6,0,0,0,100,0.18,1002,179,3.3,N/A,1760.913
2020,7,19,22,0,0,0,0,6,0,0.263,125.56,7.6,27.4,27.4,0,0,0,100,0.18,1002,185,3.5,N/A,2100.875
2020,7,19,23,0,0,0,0,6,0,0.262,132.63,7.6,27.2,27.2,0,0,0,100,0.18,1001,188,3.4,N/A,1925.896
2020,7,20,0,0,0,0,0,6,0,0.262,135.84,7.7,27.1,27.1,0,0,0,100,0.18,1001,193,3.4,N/A,1925.896
2020,7,20,1,0,0,0,0,6,0,0.262,134.35,7.7,27.1,27.1,0,0,0,100,0.18,1000,197,3.4,N/A,1925.896
2020,7,20,2,0,0,0,0,6,0,0.262,128.58,7.6,27,27,0,0,0,100,0.18,1000,202,3.3,N/A,1760.913
2020,7,20,3,0,0,0,0,6,0,0.262,119.73,7.6,26.9,26.9,0,0,0,100,0.18,1000,203,3.3,N/A,1760.913
2020,7,20,4,0,0,0,0,6,0,0.262,108.97,7.5,26.8,26.8,0,0,0,99.97,0.18,1000,204,3.3,N/A,1760.913
2020,7,20,5,0,0,0,0,7,0,0.263,97.03,7.4,26.7,26.7,0,0,0,99.95,0.18,1000,203,3.3,N/A,1760.913
2020,7,20,6,0,36,132,49,8,3,0.263,84.23,7.4,26.9,26.9,28,0,28,99.74,0.18,1001,201,3.4,N/A,1925.896
2020,7,20,7,0,95,445,238,8,0,0.263,71.2,7.4,27.5,27.2,100,379,222,98.4,0.18,1001,200,3.5,N/A,2100.875
2020,7,20,8,0,127,612,453,8,0,0.263,57.79,7.4,28.2,27.6,115,0,115,96.46,0.18,1002,203,3.9,N/A,2906.631
2020,7,20,9,0,152,696,651,8,0,0.263,44.19,7.4,28.9,27.8,269,26,288,93.63,0.18,1002,208,4.3,N/A,3895.843
2020,7,20,10,0,173,741,812,4,0,0.263,30.46,7.4,29.4,27.9,344,33,372,91.59,0.18,1002,211,4.5,N/A,4465.125
2020,7,20,11,0,187,763,918,7,0,0.263,16.72,7.4,29.8,28,477,122,594,89.92,0.18,1002,212,4.5,N/A,4465.125
2020,7,20,12,0,199,764,961,7,0,0.262,3.85,7.3,29.9,28,446,49,494,89.82,0.18,1001,211,4.5,N/A,4465.125
2020,7,20,13,0,201,754,939,7,0,0.261,11.67,7.3,29.8,28.2,480,269,743,90.92,0.18,1000,208,4.4,N/A,4174.016
2020,7,20,14,0,190,736,855,7,0,0.26,25.35,7.2,29.6,28.3,431,274,678,92.89,0.18,1000,204,4,N/A,3136
2020,7,20,15,0,173,696,713,6,0,0.26,39.1,7.2,29.2,28.5,344,66,395,96,0.18,1000,199,3.5,N/A,2100.875
2020,7,20,16,0,152,618,526,9,0,0.259,52.77,7.2,28.9,28.5,103,0,103,97.96,0.18,999,194,3,N/A,1323
2020,7,20,17,0,120,483,315,9,0,0.26,66.27,7.1,28.5,28.4,61,0,61,99.35,0.18,1000,189,2.6,N/A,861.224
2020,7,20,18,0,67,232,110,9,3,0.26,79.48,7.1,28,28,7,0,7,100,0.18,1000,185,2.4,N/A,677.376
2020,7,20,19,0,0,0,0,9,1,0.26,92.44,7.1,27.7,27.7,0,0,0,100,0.18,1001,181,2.5,N/A,765.625
2020,7,20,20,0,0,0,0,9,1,0.26,104.7,7.1,27.6,27.6,0,0,0,100,0.18,1001,178,2.6,N/A,861.224
2020,7,20,21,0,0,0,0,6,1,0.259,116,7.2,27.4,27.4,0,0,0,100,0.18,1002,177,2.8,N/A,1075.648
2020,7,20,22,0,0,0,0,6,1,0.258,125.7,7.2,27.2,27.2,0,0,0,100,0.18,1002,179,2.8,N/A,1075.648
2020,7,20,23,0,0,0,0,6,0,0.257,132.81,7.2,27.1,27.1,0,0,0,100,0.18,1002,181,2.9,N/A,1195.061
2020,7,21,0,0,0,0,0,6,1,0.256,136.03,7.2,26.9,26.9,0,0,0,100,0.18,1001,182,3,N/A,1323
2020,7,21,1,0,0,0,0,6,0,0.255,134.54,7.2,26.8,26.8,0,0,0,100,0.18,1001,184,2.9,N/A,1195.061
2020,7,21,2,0,0,0,0,7,0,0.255,128.74,7.2,26.7,26.7,0,0,0,100,0.18,1000,186,2.9,N/A,1195.061
2020,7,21,3,0,0,0,0,7,0,0.255,119.88,7.4,26.7,26.7,0,0,0,100,0.18,1000,183,2.6,N/A,861.224
2020,7,21,4,0,0,0,0,6,0,0.255,109.09,7.5,26.7,26.7,0,0,0,100,0.18,1000,175,2.7,N/A,964.467
2020,7,21,5,0,0,0,0,6,0,0.254,97.13,7.7,26.8,26.8,0,0,0,100,0.18,1001,172,3,N/A,1323
2020,7,21,6,0,37,56,42,9,3,0.253,84.32,7.7,27,27,15,0,15,100,0.18,1001,176,3.4,N/A,1925.896
2020,7,21,7,0,118,342,228,9,0,0.253,71.27,7.7,27.3,27.3,11,0,11,100,0.18,1002,183,3.6,N/A,2286.144
2020,7,21,8,0,152,546,442,9,0,0.252,57.86,7.6,27.8,27.7,45,0,45,99.39,0.18,1003,189,3.5,N/A,2100.875
2020,7,21,9,0,171,658,643,6,0,0.252,44.24,7.5,28.3,28,128,0,128,98.36,0.18,1003,200,3.7,N/A,2481.997
2020,7,21,10,0,188,715,804,6,0,0.252,30.51,7.4,28.6,28.2,367,45,406,97.48,0.18,1003,210,4,N/A,3136
2020,7,21,11,0,202,740,911,6,0,0.253,16.78,7.4,28.9,28.2,397,36,431,95.92,0.18,1003,220,4.1,N/A,3377.129
2020,7,21,12,0,212,743,954,6,0,0.254,4.01,7.4,29.1,28.2,483,82,564,94.77,0.18,1003,229,4.1,N/A,3377.129
2020,7,21,13,0,212,736,933,9,0,0.255,11.72,7.4,29.2,28.1,420,40,459,93.93,0.18,1002,235,3.8,N/A,2688.728
2020,7,21,14,0,194,725,849,9,0,0.257,25.38,7.3,29.2,28.2,421,73,487,94.1,0.18,1002,237,3.5,N/A,2100.875
2020,7,21,15,0,179,681,707,6,0,0.258,39.13,7.2,29.1,28.2,314,38,343,95.18,0.18,1001,233,3,N/A,1323
2020,7,21,16,0,157,600,520,6,0,0.259,52.8,7.1,28.8,28.4,268,142,354,97.62,0.18,1001,226,2.5,N/A,765.625
2020,7,21,17,0,123,464,309,6,0,0.26,66.31,7.1,28.4,28.4,16,0,16,99.78,0.18,1001,216,2,N/A,392
2020,7,21,18,0,66,215,105,6,3,0.261,79.54,7,27.8,27.8,18,0,18,100,0.18,1001,210,1.8,N/A,285.768
2020,7,21,19,0,0,0,0,9,0,0.262,92.51,7,27.5,27.5,0,0,0,100,0.18,1002,208,2.1,N/A,453.789
2020,7,21,20,0,0,0,0,6,0,0.262,104.8,7,27.3,27.3,0,0,0,100,0.18,1002,209,2.5,N/A,765.625
2020,7,21,21,0,0,0,0,6,0,0.263,116.12,7.1,27.1,27.1,0,0,0,100,0.18,1003,212,2.8,N/A,1075.648
2020,7,21,22,0,0,0,0,6,0,0.263,125.85,7.1,26.9,26.9,0,0,0,100,0.18,1003,214,3,N/A,1323
2020,7,21,23,0,0,0,0,6,0,0.263,132.98,7.1,26.6,26.6,0,0,0,100,0.18,1003,213,3,N/A,1323
2020,7,22,0,0,0,0,0,6,0,0.262,136.23,7.2,26.4,26.4,0,0,0,100,0.18,1002,210,2.9,N/A,1195.061
2020,7,22,1,0,0,0,0,6,0,0.261,134.73,7.2,26.3,26.3,0,0,0,100,0.18,1002,207,2.9,N/A,1195.061
2020,7,22,2,0,0,0,0,6,0,0.26,128.91,7.2,26.2,26.2,0,0,0,100,0.18,1002,206,2.9,N/A,1195.061
2020,7,22,3,0,0,0,0,7,0,0.26,120.02,7.2,26.1,26.1,0,0,0,100,0.18,1001,204,2.6,N/A,861.224
2020,7,22,4,0,0,0,0,7,0,0.26,109.21,7.3,26,26,0,0,0,100,0.18,1001,198,2.2,N/A,521.752
2020,7,22,5,0,0,0,0,6,0,0.26,97.24,7.4,26,26,0,0,0,100,0.18,1002,191,2.2,N/A,521.752
2020,7,22,6,0,35,59,41,6,3,0.26,84.4,7.5,26.3,26.3,9,0,9,100,0.18,1002,184,2.5,N/A,765.625
2020,7,22,7,0,123,314,224,6,0,0.26,71.34,7.6,26.8,26.7,34,0,34,99.56,0.18,1002,180,2.7,N/A,964.467
2020,7,22,8,0,162,513,434,6,0,0.26,57.92,7.7,27.3,27,131,0,131,98.32,0.18,1002,201,2.5,N/A,765.625
2020,7,22,9,0,204,591,627,6,0,0.26,44.3,7.7,27.7,27.2,247,18,260,97.2,0.18,1002,236,2.8,N/A,1075.648
2020,7,22,10,0,226,651,787,7,0,0.262,30.56,7.5,28,27.3,185,7,191,96.21,0.18,1003,265,3,N/A,1323
2020,7,22,11,0,230,697,898,6,0,0.263,16.84,7.2,28.5,27.5,208,10,217,94.34,0.18,1003,281,3.1,N/A,1459.759
2020,7,22,12,0,231,716,945,6,0,0.263,4.17,7,28.9,27.4,250,13,263,91.9,0.18,1002,289,2.8,N/A,1075.648
2020,7,22,13,0,223,720,928,6,0,0.263,11.77,6.7,29.3,27.2,267,14,280,88.53,0.18,1002,287,2.1,N/A,453.789
2020,7,22,14,0,211,700,844,7,0,0.263,25.41,6.6,29.5,26.8,305,18,322,85.65,0.18,1001,269,1.7,N/A,240.737
2020,7,22,15,0,199,646,700,8,0,0.263,39.17,6.6,29.6,26.4,362,107,445,83.22,0.18,1000,247,1.6,N/A,200.704
2020,7,22,16,0,178,551,511,8,0,0.263,52.85,6.6,29.1,26.2,133,0,133,84.24,0.18,1000,230,1.6,N/A,200.704
2020,7,22,17,0,142,399,302,7,0,0.263,66.37,6.8,28.3,26.2,157,65,183,88.32,0.18,1000,212,1.5,N/A,165.375
2020,7,22,18,0,71,163,101,6,3,0.264,79.61,6.9,27.3,26.5,6,0,6,95.34,0.18,1001,193,1.2,N/A,84.672
2020,7,22,19,0,0,0,0,4,0,0.264,92.59,7,26.7,26.1,0,0,0,96.59,0.18,1001,186,1.8,N/A,285.768
2020,7,22,20,0,0,0,0,8,0,0.263,104.9,7.1,26.5,26.1,0,0,0,97.47,0.18,1002,184,2.5,N/A,765.625
2020,7,22,21,0,0,0,0,8,0,0.263,116.24,7.1,26.3,26.2,0,0,0,99.23,0.18,1002,179,2.7,N/A,964.467
