Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Fill Flag,Ozone,Solar Zenith Angle,Precipitable Water,Temperature,Dew Point,DHI,DNI,GHI,Relative Humidity,Surface Albedo,Pressure,Wind Direction,Wind Speed,,
2020,1,1,0,0,0,0,0,0,0,0.246,178.1,1.1,11.7,9.1,0,0,0,83.98,0.12,1015,350,1.3,N/A,107.653
2020,1,1,1,0,0,0,0,0,0,0.247,168.07,1.1,11,8.6,0,0,0,85.28,0.12,1014,347,1.3,N/A,107.653
2020,1,1,2,0,0,0,0,0,0,0.248,154.33,1.1,10.4,8.2,0,0,0,86.05,0.12,1014,345,1.3,N/A,107.653
2020,1,1,3,0,0,0,0,0,0,0.249,140.66,1.1,9.9,7.7,0,0,0,86.47,0.12,1014,342,1.3,N/A,107.653
2020,1,1,4,0,0,0,0,0,0,0.249,127.12,1,9.3,7.4,0,0,0,87.76,0.12,1014,340,1.3,N/A,107.653
2020,1,1,5,0,0,0,0,0,0,0.249,113.76,1,8.8,7.1,0,0,0,88.79,0.12,1015,340,1.3,N/A,107.653
2020,1,1,6,0,0,0,0,0,0,0.255,100.64,1.4,9.9,9.9,0,0,0,100,0.13,1018,334,1.4,N/A,134.456
2020,1,1,7,0,12,48,14,0,0,0.255,87.73,1.3,11.9,11.3,12,48,14,96.22,0.13,1019,339,1.8,N/A,285.768
2020,1,1,8,0,93,371,183,0,0,0.255,75.98,1.3,14.5,12.2,93,371,183,86.23,0.13,1019,342,2.5,N/A,765.625
2020,1,1,9,0,145,547,376,0,0,0.255,65.1,1.3,17.1,13.9,145,547,376,81.26,0.13,1020,338,1.9,N/A,336.091
2020,1,1,10,0,169,662,540,3,0,0.254,55.88,1.4,20.7,14.9,179,551,488,69.54,0.13,1020,335,1.7,N/A,240.737
2020,1,1,11,0,179,724,651,0,0,0.253,49.29,1.4,23.4,14.5,179,724,651,57.51,0.13,1019,328,1.4,N/A,134.456
2020,1,1,12,0,220,672,682,0,0,0.252,46.48,1.5,24.3,14.3,220,672,682,53.71,0.13,1018,321,1.5,N/A,165.375
2020,1,1,13,0,214,661,655,7,0,0.251,48.13,1.6,24.5,14.2,202,621,617,52.71,0.13,1017,322,1.7,N/A,240.737
2020,1,1,14,0,197,621,564,0,1,0.251,53.82,1.6,24.3,14.3,197,621,564,53.63,0.13,1016,328,1.7,N/A,240.737
2020,1,1,15,0,166,535,414,0,0,0.251,62.44,1.7,23.7,14.5,166,535,414,56.33,0.13,1016,337,1.3,N/A,107.653
2020,1,1,16,0,118,383,230,1,0,0.251,72.96,1.7,22.3,16.5,118,383,230,69.56,0.13,1016,345,0.7,N/A,16.807
2020,1,1,17,0,34,121,46,3,3,0.251,84.59,1.8,21,13.5,33,65,39,62.08,0.13,1016,343,0.6,N/A,10.584
2020,1,1,18,0,0,0,0,8,0,0.25,97.22,1.8,20.5,12.8,0,0,0,61.12,0.13,1017,313,0.5,N/A,6.125
2020,1,1,19,0,0,0,0,1,0,0.25,110.19,1.9,19.4,12.8,0,0,0,65.68,0.13,1018,293,0.7,N/A,16.807
2020,1,1,20,0,0,0,0,4,0,0.25,123.47,1.9,18.3,13.1,0,0,0,71.74,0.13,1019,298,1,N/A,49
2020,1,1,21,0,0,0,0,0,0,0.252,136.97,2,17,13.4,0,0,0,79.59,0.13,1019,308,1.1,N/A,65.219
2020,1,1,22,0,0,0,0,0,0,0.253,150.61,2,15.9,13.5,0,0,0,85.92,0.13,1019,319,1.2,N/A,84.672
2020,1,1,23,0,0,0,0,0,0,0.254,164.34,2,15.3,13.7,0,0,0,89.98,0.13,1019,326,1.3,N/A,107.653
2020,1,2,0,0,0,0,0,0,0,0.255,178.07,2.1,14.9,13.8,0,0,0,93.36,0.13,1019,331,1.5,N/A,165.375
2020,1,2,1,0,0,0,0,0,0,0.255,168.1,2.1,14.7,14.2,0,0,0,96.72,0.13,1019,337,1.7,N/A,240.737
2020,1,2,2,0,0,0,0,7,0,0.255,154.36,2.1,14.5,14.5,0,0,0,100,0.13,1018,345,1.8,N/A,285.768
2020,1,2,3,0,0,0,0,7,0,0.256,140.69,2.1,14,14,0,0,0,100,0.13,1018,352,1.7,N/A,240.737
2020,1,2,4,0,0,0,0,6,0,0.256,127.14,2.1,13.5,13.5,0,0,0,100,0.13,1018,0,1.4,N/A,134.456
2020,1,2,5,0,0,0,0,7,0,0.256,113.78,2.1,13.1,13.1,0,0,0,100,0.13,1018,11,1.2,N/A,84.672
2020,1,2,6,0,0,0,0,8,0,0.255,100.71,2.1,13.2,13.2,0,0,0,100,0.13,1019,26,1,N/A,49
2020,1,2,7,0,10,32,11,3,3,0.254,87.79,2.1,14.8,14.8,11,0,11,100,0.13,1020,45,0.9,N/A,35.721
2020,1,2,8,0,98,292,168,8,3,0.254,76.03,2.1,16.7,15.6,87,263,150,93.32,0.13,1020,66,1.2,N/A,84.672
2020,1,2,9,0,156,482,358,7,0,0.256,65.13,2,19,16.8,173,262,283,87.18,0.13,1021,76,1,N/A,49
2020,1,2,10,0,189,584,517,7,0,0.258,55.88,2.1,22.7,16.7,249,73,289,68.71,0.13,1021,85,1,N/A,49
2020,1,2,11,0,208,639,625,7,0,0.259,49.25,2.1,24.4,15.9,273,401,535,59.12,0.13,1020,87,0.6,N/A,10.584
2020,1,2,12,0,238,607,656,8,0,0.261,46.41,2.2,25,15.7,230,571,623,56.26,0.13,1019,15,0.2,N/A,0.392
2020,1,2,13,0,237,591,632,8,0,0.262,48.02,2.3,25.2,15.5,291,370,538,55.06,0.13,1018,325,0.5,N/A,6.125
2020,1,2,14,0,219,543,541,7,0,0.263,53.69,2.4,25,15.7,237,412,481,56.44,0.13,1017,350,0.7,N/A,16.807
2020,1,2,15,0,194,417,388,0,0,0.264,62.31,2.5,24.7,16.3,194,417,388,59.61,0.13,1016,21,0.7,N/A,16.807
2020,1,2,16,0,129,265,207,8,5,0.264,72.83,2.7,23.6,17.6,129,265,207,69.23,0.13,1017,11,0.5,N/A,6.125
2020,1,2,17,0,30,64,37,7,5,0.263,84.46,2.8,22.2,16.2,30,64,37,68.8,0.13,1017,350,0.6,N/A,10.584
2020,1,2,18,0,0,0,0,3,0,0.262,97.09,2.9,21.1,15.8,0,0,0,71.85,0.13,1018,0,0.7,N/A,16.807
2020,1,2,19,0,0,0,0,7,0,0.262,110.06,3,20.2,15.9,0,0,0,76.08,0.13,1018,357,0.8,N/A,25.088
2020,1,2,20,0,0,0,0,7,0,0.262,123.35,3.1,19.3,16,0,0,0,80.99,0.13,1018,360,0.9,N/A,35.721
2020,1,2,21,0,0,0,0,7,0,0.262,136.85,3.1,18.4,16.1,0,0,0,86.72,0.13,1018,5,1.1,N/A,65.219
2020,1,2,22,0,0,0,0,8,0,0.262,150.49,3.1,17.5,16.2,0,0,0,91.95,0.13,1018,14,1.3,N/A,107.653
2020,1,2,23,0,0,0,0,8,0,0.263,164.22,3.2,17.2,16.1,0,0,0,93.03,0.13,1017,15,1.1,N/A,65.219
2020,1,3,0,0,0,0,0,4,0,0.263,177.94,3.4,16.8,16.1,0,0,0,95.55,0.13,1017,5,0.8,N/A,25.088
2020,1,3,1,0,0,0,0,4,0,0.264,168.2,3.5,16.3,16,0,0,0,97.81,0.13,1017,2,0.9,N/A,35.721
2020,1,3,2,0,0,0,0,4,0,0.265,154.46,3.6,16.1,16,0,0,0,99.46,0.13,1017,332,1.2,N/A,84.672
2020,1,3,3,0,0,0,0,4,0,0.265,140.78,3.7,16.2,16.1,0,0,0,99.06,0.13,1017,324,2,N/A,392
2020,1,3,4,0,0,0,0,8,0,0.266,127.23,3.7,16,15.9,0,0,0,99.36,0.13,1017,332,2.1,N/A,453.789
2020,1,3,5,0,0,0,0,4,0,0.268,113.86,3.7,15.8,15.8,0,0,0,99.84,0.13,1017,337,2.1,N/A,453.789
2020,1,3,6,0,0,0,0,8,0,0.27,100.78,3.7,15.7,15.7,0,0,0,99.72,0.13,1017,341,2,N/A,392
2020,1,3,7,0,8,13,8,7,5,0.27,87.84,3.7,16.2,15.9,8,13,8,97.8,0.13,1018,340,2,N/A,392
2020,1,3,8,0,110,185,155,7,3,0.271,76.07,3.7,16.7,16.1,90,30,98,96.01,0.13,1018,334,2.1,N/A,453.789
2020,1,3,9,0,205,306,333,4,0,0.272,65.15,3.8,17,16.3,29,0,29,95.73,0.13,1019,326,2.2,N/A,521.752
2020,1,3,10,0,276,364,480,4,0,0.272,55.87,3.9,17.5,16.6,257,111,319,94.56,0.13,1019,320,2.6,N/A,861.224
2020,1,3,11,0,309,420,584,0,0,0.271,49.21,3.9,17.8,16.7,309,420,584,93.4,0.13,1018,309,3,N/A,1323
2020,1,3,12,0,199,675,665,8,0,0.27,46.32,3.7,18,16.7,228,11,235,91.98,0.13,1017,304,1.6,N/A,200.704
2020,1,3,13,0,158,745,658,6,0,0.27,47.9,3.4,18.1,16.4,42,0,42,89.73,0.13,1016,93,0.7,N/A,16.807
2020,1,3,14,0,139,731,573,6,0,0.272,53.55,3.3,18,16.2,32,0,32,89.25,0.13,1015,102,1.3,N/A,107.653
2020,1,3,15,0,121,655,426,8,0,0.274,62.17,3.3,18.2,16.2,199,257,318,87.99,0.13,1015,79,1.3,N/A,107.653
2020,1,3,16,0,93,493,240,8,0,0.272,72.68,3.3,17.9,16.4,10,0,10,91.07,0.13,1015,60,0.9,N/A,35.721
2020,1,3,17,0,37,189,56,7,3,0.271,84.32,3.3,16.5,15.7,5,0,5,94.83,0.13,1015,69,0.7,N/A,16.807
2020,1,3,18,0,0,0,0,8,0,0.272,96.95,3.3,15.8,15.4,0,0,0,97.7,0.13,1015,86,0.8,N/A,25.088
2020,1,3,19,0,0,0,0,7,0,0.273,109.93,3.2,15.1,15.1,0,0,0,100,0.13,1015,91,0.9,N/A,35.721
2020,1,3,20,0,0,0,0,4,0,0.273,123.22,3.1,14.7,14.7,0,0,0,100,0.13,1016,101,0.9,N/A,35.721
2020,1,3,21,0,0,0,0,7,0,0.273,136.73,3.1,14.4,14.4,0,0,0,100,0.13,1016,120,1,N/A,49
2020,1,3,22,0,0,0,0,7,0,0.273,150.38,3,14.1,14.1,0,0,0,100,0.13,1016,132,1,N/A,49
2020,1,3,23,0,0,0,0,4,0,0.273,164.11,2.9,13.9,13.9,0,0,0,100,0.13,1015,141,0.9,N/A,35.721
2020,1,4,0,0,0,0,0,0,0,0.273,177.82,2.9,13.7,13.7,0,0,0,100,0.13,1015,158,0.9,N/A,35.721
2020,1,4,1,0,0,0,0,3,0,0.273,168.3,2.8,13.7,13.7,0,0,0,100,0.13,1015,176,0.9,N/A,35.721
2020,1,4,2,0,0,0,0,3,0,0.272,154.55,2.6,13.9,13.9,0,0,0,100,0.13,1014,193,0.8,N/A,25.088
2020,1,4,3,0,0,0,0,0,0,0.271,140.87,2.6,13.9,13.9,0,0,0,100,0.13,1014,215,0.7,N/A,16.807
2020,1,4,4,0,0,0,0,0,0,0.271,127.31,2.5,13.6,13.6,0,0,0,100,0.13,1014,238,0.8,N/A,25.088
2020,1,4,5,0,0,0,0,0,0,0.271,113.94,2.5,13.3,13.3,0,0,0,100,0.13,1014,254,0.8,N/A,25.088
2020,1,4,6,0,0,0,0,0,0,0.271,100.85,2.4,12.9,12.9,0,0,0,100,0.13,1015,266,0.9,N/A,35.721
2020,1,4,7,0,14,69,17,0,0,0.27,87.89,2.4,14.4,14.3,14,69,17,99.2,0.13,1016,276,1,N/A,49
2020,1,4,8,0,79,448,186,0,0,0.27,76.11,2.4,16.9,15.5,79,448,186,91.19,0.13,1017,278,1.4,N/A,134.456
2020,1,4,9,0,149,521,368,0,0,0.269,65.16,2.4,19.3,15.9,149,521,368,80.68,0.13,1017,275,1,N/A,49
2020,1,4,10,0,173,637,531,0,0,0.268,55.85,2.5,21,16,173,637,531,73.01,0.13,1017,277,0.7,N/A,16.807
2020,1,4,11,0,186,697,641,0,0,0.268,49.16,2.5,22.1,15.9,186,697,641,68.13,0.13,1015,286,0.7,N/A,16.807
2020,1,4,12,0,196,707,685,3,0,0.267,46.23,2.5,22.8,15.9,316,65,361,65.13,0.13,1014,298,0.9,N/A,35.721
2020,1,4,13,0,200,680,657,0,0,0.266,47.78,2.6,23.2,15.8,200,680,657,63.3,0.13,1013,308,1.1,N/A,65.219
2020,1,4,14,0,195,620,565,3,0,0.264,53.41,2.7,23.1,15.8,273,88,325,63.42,0.13,1012,312,1.3,N/A,107.653
2020,1,4,15,0,222,377,399,0,0,0.263,62.02,2.7,22.4,16.1,222,377,399,67.64,0.13,1012,315,1.3,N/A,107.653
2020,1,4,16,0,149,229,218,0,0,0.262,72.54,2.8,21.2,17.1,149,229,218,77.46,0.13,1012,321,1,N/A,49
2020,1,4,17,0,36,51,41,1,0,0.26,84.19,2.8,19.4,16.9,36,51,41,85.73,0.13,1012,333,0.8,N/A,25.088
2020,1,4,18,0,0,0,0,0,0,0.258,96.82,2.7,18.6,16.2,0,0,0,86.05,0.13,1013,345,0.8,N/A,25.088
2020,1,4,19,0,0,0,0,0,0,0.256,109.8,2.7,17.8,15.7,0,0,0,87.75,0.13,1014,355,0.9,N/A,35.721
2020,1,4,20,0,0,0,0,0,0,0.253,123.09,2.7,17.1,15.2,0,0,0,88.61,0.13,1014,3,0.9,N/A,35.721
2020,1,4,21,0,0,0,0,1,0,0.251,136.61,2.7,16.7,14.8,0,0,0,88.57,0.13,1014,3,0.9,N/A,35.721
2020,1,4,22,0,0,0,0,4,0,0.25,150.26,2.7,16.5,14.6,0,0,0,88.64,0.13,1014,4,0.9,N/A,35.721
2020,1,4,23,0,0,0,0,7,0,0.249,163.99,2.7,16.3,14.5,0,0,0,88.81,0.13,1014,7,0.8,N/A,25.088
2020,1,5,0,0,0,0,0,8,0,0.248,177.68,2.7,15.9,14.3,0,0,0,90.29,0.13,1013,3,0.8,N/A,25.088
2020,1,5,1,0,0,0,0,8,0,0.247,168.39,2.7,15.4,14.3,0,0,0,92.97,0.13,1013,352,0.8,N/A,25.088
2020,1,5,2,0,0,0,0,7,0,0.247,154.64,2.7,14.8,14,0,0,0,95.17,0.13,1012,342,0.8,N/A,25.088
2020,1,5,3,0,0,0,0,7,0,0.246,140.96,2.7,14.3,13.7,0,0,0,96.04,0.13,1012,338,0.9,N/A,35.721
2020,1,5,4,0,0,0,0,1,0,0.245,127.39,2.7,13.9,13.3,0,0,0,96.36,0.13,1012,334,1,N/A,49
2020,1,5,5,0,0,0,0,4,0,0.245,114.01,2.7,13.6,13.1,0,0,0,96.85,0.13,1013,330,1,N/A,49
2020,1,5,6,0,0,0,0,4,0,0.244,100.91,2.7,13.4,12.9,0,0,0,96.86,0.13,1014,325,1,N/A,49
2020,1,5,7,0,8,11,8,4,3,0.243,87.94,2.7,14.3,13.3,2,0,2,93.77,0.13,1015,319,1.7,N/A,240.737
2020,1,5,8,0,116,184,160,4,3,0.243,76.14,2.7,15.4,13.7,13,0,13,89.66,0.13,1015,312,2.2,N/A,521.752
2020,1,5,9,0,207,327,345,4,0,0.244,65.17,2.6,17.2,14.4,30,0,30,83.8,0.13,1016,312,2.2,N/A,521.752
2020,1,5,10,0,274,399,498,3,3,0.245,55.83,2.6,19,14.4,235,43,259,74.75,0.13,1016,318,2.6,N/A,861.224
2020,1,5,11,0,324,421,599,0,0,0.245,49.1,2.6,19.9,14.4,324,421,599,70.53,0.13,1015,320,2.9,N/A,1195.061
2020,1,5,12,0,381,360,630,3,0,0.245,46.13,2.5,20.1,14.3,196,5,199,69.46,0.13,1014,321,3,N/A,1323
2020,1,5,13,0,369,360,611,1,0,0.245,47.65,2.4,20.3,14.2,369,360,611,68.17,0.13,1014,323,3,N/A,1323
2020,1,5,14,0,317,364,535,3,0,0.245,53.27,2.2,20.6,14,131,0,131,66.04,0.13,1013,323,2.8,N/A,1075.648
2020,1,5,15,0,245,333,402,3,0,0.245,61.87,2,20.5,13.9,195,302,337,65.82,0.13,1013,317,2.4,N/A,677.376
2020,1,5,16,0,152,244,226,0,0,0.245,72.4,1.9,19.3,15.3,152,244,226,77.75,0.13,1013,311,1.3,N/A,107.653
2020,1,5,17,0,41,78,49,0,0,0.245,84.05,1.7,16.7,13.8,41,78,49,82.83,0.13,1014,308,1,N/A,49
2020,1,5,18,0,0,0,0,0,0,0.245,96.68,1.6,15.6,12.7,0,0,0,82.74,0.13,1015,310,1.1,N/A,65.219
2020,1,5,19,0,0,0,0,0,0,0.244,109.66,1.4,14.7,12.1,0,0,0,84.63,0.13,1015,315,1.2,N/A,84.672
2020,1,5,20,0,0,0,0,0,0,0.243,122.97,1.4,13.9,11.7,0,0,0,86.31,0.13,1016,320,1.2,N/A,84.672
2020,1,5,21,0,0,0,0,0,0,0.242,136.48,1.3,13.1,11.1,0,0,0,87.78,0.13,1016,324,1.2,N/A,84.672
2020,1,5,22,0,0,0,0,0,0,0.241,150.14,1.3,12.5,10.6,0,0,0,88.45,0.13,1017,328,1.2,N/A,84.672
2020,1,5,23,0,0,0,0,0,0,0.24,163.88,1.2,11.9,10.2,0,0,0,89.45,0.13,1017,328,1.2,N/A,84.672
2020,1,6,0,0,0,0,0,0,0,0.24,177.55,1.2,11.6,9.9,0,0,0,89.34,0.13,1016,327,1.1,N/A,65.219
2020,1,6,1,0,0,0,0,0,0,0.239,168.48,1.2,11.3,9.7,0,0,0,90.06,0.13,1016,322,1.1,N/A,65.219
2020,1,6,2,0,0,0,0,0,0,0.239,154.73,1.2,10.7,9.6,0,0,0,93.15,0.13,1015,313,1.1,N/A,65.219
2020,1,6,3,0,0,0,0,0,0,0.239,141.04,1.3,9.8,9.6,0,0,0,98.59,0.13,1015,311,1.1,N/A,65.219
2020,1,6,4,0,0,0,0,0,0,0.239,127.47,1.3,9.1,9.1,0,0,0,100,0.13,1015,315,1.2,N/A,84.672
2020,1,6,5,0,0,0,0,0,0,0.239,114.08,1.3,8.7,8.7,0,0,0,100,0.13,1017,320,1.5,N/A,165.375
2020,1,6,6,0,0,0,0,0,0,0.239,100.96,1.4,8.3,8.3,0,0,0,100,0.13,1018,325,1.5,N/A,165.375
2020,1,6,7,0,13,43,15,0,0,0.239,87.97,1.4,10.1,9.6,13,43,15,96.66,0.13,1019,331,2.4,N/A,677.376
2020,1,6,8,0,98,354,182,0,0,0.239,76.16,1.4,12.2,10.6,98,354,182,89.73,0.13,1020,337,2.6,N/A,861.224
2020,1,6,9,0,223,283,342,0,0,0.239,65.17,1.4,15.2,11.6,223,283,342,79.06,0.13,1021,345,2.5,N/A,765.625
2020,1,6,10,0,296,363,500,0,0,0.24,55.8,1.4,18.2,11.3,296,363,500,64.02,0.13,1020,347,3.2,N/A,1605.632
2020,1,6,11,0,335,419,610,0,0,0.24,49.03,1.4,19.4,11.5,335,419,610,60.08,0.13,1019,349,3,N/A,1323
2020,1,6,12,0,328,482,662,0,0,0.241,46.02,1.5,20.1,11.5,328,482,662,57.67,0.13,1018,349,2.7,N/A,964.467
2020,1,6,13,0,312,490,643,0,0,0.241,47.51,1.5,20.5,11.3,312,490,643,55.7,0.13,1017,344,2.5,N/A,765.625
2020,1,6,14,0,282,457,556,0,0,0.242,53.12,1.5,20.5,11.3,282,457,556,55.38,0.13,1016,342,2.5,N/A,765.625
2020,1,6,15,0,231,381,412,0,0,0.242,61.72,1.5,20,11.4,231,381,412,57.72,0.13,1016,343,2.2,N/A,521.752
2020,1,6,16,0,152,248,228,0,0,0.242,72.25,1.5,18.2,13.8,152,248,228,75.51,0.13,1017,344,1.2,N/A,84.672
2020,1,6,17,0,38,66,45,0,0,0.241,83.9,1.6,15.4,12,38,66,45,80.42,0.13,1017,351,1.1,N/A,65.219
2020,1,6,18,0,0,0,0,0,0,0.241,96.54,1.6,14.5,11.1,0,0,0,80.03,0.13,1018,357,1.1,N/A,65.219
2020,1,6,19,0,0,0,0,0,0,0.24,109.53,1.7,13.9,10.7,0,0,0,80.96,0.13,1018,360,1.1,N/A,65.219
2020,1,6,20,0,0,0,0,0,0,0.24,122.84,1.7,13.1,10.4,0,0,0,83.7,0.13,1018,4,1.1,N/A,65.219
2020,1,6,21,0,0,0,0,0,0,0.239,136.36,1.7,12.3,10.2,0,0,0,86.74,0.13,1018,7,1.1,N/A,65.219
2020,1,6,22,0,0,0,0,0,0,0.239,150.02,1.8,11.6,9.9,0,0,0,89.39,0.13,1018,6,1.1,N/A,65.219
2020,1,6,23,0,0,0,0,0,0,0.238,163.76,1.9,11,9.7,0,0,0,91.72,0.13,1017,1,1.2,N/A,84.672
2020,1,7,0,0,0,0,0,0,0,0.238,177.41,1.9,10.5,9.5,0,0,0,93.73,0.13,1017,357,1.2,N/A,84.672
2020,1,7,1,0,0,0,0,0,0,0.239,168.57,1.9,10.1,9.4,0,0,0,95.13,0.13,1017,354,1.3,N/A,107.653
2020,1,7,2,0,0,0,0,0,0,0.24,154.82,1.9,9.7,9.1,0,0,0,96.36,0.13,1016,353,1.3,N/A,107.653
2020,1,7,3,0,0,0,0,0,0,0.24,141.12,1.9,9.5,9,0,0,0,96.78,0.13,1016,352,1.2,N/A,84.672
2020,1,7,4,0,0,0,0,0,0,0.24,127.54,1.9,9,8.8,0,0,0,98.54,0.13,1016,352,1.2,N/A,84.672
2020,1,7,5,0,0,0,0,0,0,0.24,114.14,1.9,8.4,8.4,0,0,0,100,0.13,1016,350,1.1,N/A,65.219
2020,1,7,6,0,0,0,0,1,0,0.239,101.02,2,8,8,0,0,0,100,0.13,1017,340,1,N/A,49
2020,1,7,7,0,7,10,7,1,0,0.238,88.01,2,9.7,8.9,7,10,7,94.89,0.13,1017,333,1.5,N/A,165.375
2020,1,7,8,0,111,190,157,1,0,0.237,76.18,2.1,11.6,9.6,111,190,157,87.58,0.13,1018,336,1.5,N/A,165.375
2020,1,7,9,0,191,372,348,3,0,0.237,65.17,2.1,14.8,10.4,173,55,196,74.99,0.13,1018,353,1.1,N/A,65.219
2020,1,7,10,0,237,481,508,3,0,0.237,55.77,2.2,17.9,10.3,256,96,310,61.17,0.13,1017,340,1.6,N/A,200.704
2020,1,7,11,0,267,532,616,0,0,0.237,48.95,2.2,19.2,10.7,267,532,616,57.88,0.13,1016,322,2.1,N/A,453.789
2020,1,7,12,0,341,410,626,0,0,0.237,45.91,2.3,20,10.8,341,410,626,55.55,0.13,1015,321,2.5,N/A,765.625
2020,1,7,13,0,331,406,606,0,0,0.237,47.37,2.3,20.5,11,331,406,606,54.36,0.13,1015,325,2.6,N/A,861.224
2020,1,7,14,0,293,382,523,0,0,0.236,52.96,2.4,20.6,11.2,293,382,523,54.91,0.13,1014,333,2.2,N/A,521.752
2020,1,7,15,0,221,364,395,0,0,0.236,61.56,2.4,20.3,11.3,221,364,395,56.13,0.13,1013,342,1.6,N/A,200.704
2020,1,7,16,0,143,245,219,0,0,0.235,72.09,2.4,18.8,13.8,143,245,219,72.8,0.13,1013,349,0.9,N/A,35.721
2020,1,7,17,0,36,66,43,0,0,0.235,83.76,2.4,16.8,11.7,36,66,43,71.87,0.13,1014,354,1,N/A,49
2020,1,7,18,0,0,0,0,0,0,0.235,96.4,2.4,16.2,10.7,0,0,0,69.68,0.13,1014,0,1,N/A,49
2020,1,7,19,0,0,0,0,0,0,0.234,109.4,2.4,16,10.1,0,0,0,67.93,0.13,1015,6,0.9,N/A,35.721
2020,1,7,20,0,0,0,0,0,0,0.234,122.71,2.4,15.6,9.7,0,0,0,68.05,0.13,1015,2,0.7,N/A,16.807
2020,1,7,21,0,0,0,0,0,0,0.234,136.24,2.4,15.1,9.5,0,0,0,69.4,0.13,1016,4,0.7,N/A,16.807
2020,1,7,22,0,0,0,0,0,0,0.234,149.91,2.4,14.4,9.4,0,0,0,71.78,0.13,1015,13,0.7,N/A,16.807
2020,1,7,23,0,0,0,0,0,0,0.235,163.65,2.4,13.9,9.2,0,0,0,73.31,0.13,1015,20,0.8,N/A,25.088
2020,1,8,0,0,0,0,0,1,0,0.236,177.27,2.3,13.4,9.1,0,0,0,75.08,0.13,1015,31,0.7,N/A,16.807
2020,1,8,1,0,0,0,0,0,0,0.236,168.66,2.3,12.9,8.9,0,0,0,76.76,0.13,1014,42,0.7,N/A,16.807
2020,1,8,2,0,0,0,0,0,0,0.237,154.9,2.3,12.5,9,0,0,0,79,0.13,1014,41,0.6,N/A,10.584
2020,1,8,3,0,0,0,0,0,0,0.237,141.2,2.3,12.2,8.9,0,0,0,80.32,0.13,1013,24,0.6,N/A,10.584
2020,1,8,4,0,0,0,0,1,0,0.236,127.61,2.3,11.7,8.9,0,0,0,82.69,0.13,1013,4,0.6,N/A,10.584
2020,1,8,5,0,0,0,0,4,0,0.236,114.2,2.3,11.3,8.8,0,0,0,84.63,0.13,1014,359,0.7,N/A,16.807
2020,1,8,6,0,0,0,0,1,0,0.236,101.07,2.2,10.9,8.7,0,0,0,86.44,0.13,1015,356,0.7,N/A,16.807
2020,1,8,7,0,6,8,6,8,5,0.235,88.04,2.2,11.7,9.8,6,8,6,88.32,0.13,1016,353,0.6,N/A,10.584
2020,1,8,8,0,111,163,150,8,5,0.235,76.2,2.2,13.2,10,111,163,150,81,0.13,1017,359,1,N/A,49
2020,1,8,9,0,211,290,333,0,0,0.236,65.16,2.2,15.7,11,211,290,333,73.8,0.13,1018,358,0.7,N/A,16.807
2020,1,8,10,0,271,391,491,1,0,0.236,55.73,2.3,19.2,10.5,271,391,491,57.21,0.13,1017,338,1.1,N/A,65.219
2020,1,8,11,0,303,452,601,3,0,0.236,48.87,2.3,20.5,10.9,281,384,534,54.26,0.13,1016,331,1.3,N/A,107.653
2020,1,8,12,0,255,596,671,0,0,0.236,45.79,2.3,21.4,11.3,255,596,671,52.73,0.13,1015,328,1.5,N/A,165.375
2020,1,8,13,0,250,588,650,0,0,0.235,47.22,2.3,21.8,11.6,250,588,650,52.46,0.13,1014,330,1.6,N/A,200.704
2020,1,8,14,0,231,549,563,8,5,0.235,52.8,2.3,21.9,12,231,549,563,53.34,0.13,1013,336,1.6,N/A,200.704
2020,1,8,15,0,194,471,419,8,5,0.235,61.4,2.3,21.5,12.3,194,471,419,55.94,0.13,1013,349,1.4,N/A,134.456
2020,1,8,16,0,132,334,236,8,0,0.235,71.94,2.3,20.2,14.7,124,58,142,70.74,0.13,1013,10,0.8,N/A,25.088
2020,1,8,17,0,42,106,54,8,3,0.235,83.61,2.3,18.4,12.5,39,65,47,68.29,0.13,1013,31,0.9,N/A,35.721
2020,1,8,18,0,0,0,0,8,0,0.235,96.26,2.3,17.4,11.5,0,0,0,68.52,0.13,1014,16,1,N/A,49
2020,1,8,19,0,0,0,0,7,0,0.235,109.26,2.3,15.9,11.6,0,0,0,75.85,0.13,1015,34,1.1,N/A,65.219
2020,1,8,20,0,0,0,0,7,0,0.234,122.58,2.2,14.9,11.4,0,0,0,79.72,0.13,1014,69,1.1,N/A,65.219
2020,1,8,21,0,0,0,0,7,0,0.234,136.12,2.3,15.1,10.9,0,0,0,75.89,0.13,1015,75,1.1,N/A,65.219
2020,1,8,22,0,0,0,0,6,0,0.235,149.79,2.3,15.1,10.5,0,0,0,74.12,0.13,1015,66,1,N/A,49
2020,1,8,23,0,0,0,0,9,0,0.235,163.53,2.3,14.8,10.3,0,0,0,74.47,0.13,1014,64,0.9,N/A,35.721
2020,1,9,0,0,0,0,0,9,0,0.235,177.13,2.4,14.3,10.3,0,0,0,76.84,0.13,1014,56,1,N/A,49
2020,1,9,1,0,0,0,0,9,0,0.235,168.73,2.4,13.8,10.2,0,0,0,78.72,0.13,1013,58,1,N/A,49
2020,1,9,2,0,0,0,0,9,0,0.235,154.98,2.5,13.6,10.3,0,0,0,80.68,0.13,1013,49,0.9,N/A,35.721
